Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch
1503,20,FV,57.0,12853,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,None,0.0,7,5,PConc,10,1,1,10.0,1032.0,2.0,0.0,610.0,1642.0,GasA,10,1,5.0,1418,0,0,1418,1.0,0.0,1,1,1,1,7,6,10,1,Gd,Attchd,2010.0,3,3.0,852.0,5,5,3,160,192,0,224,0,0,0,0,nan,0,4,2010,New,Partial,test_col,576,576
1504,60,FV,68.0,7379,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,10.0,484.0,2.0,0.0,491.0,975.0,GasA,10,1,5.0,975,873,0,1848,1.0,0.0,2,1,3,1,7,7,10,1,TA,Attchd,2000.0,3,2.0,592.0,5,5,3,280,184,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,test_col,464,464
1505,20,FV,80.0,8000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,10.0,833.0,2.0,0.0,659.0,1492.0,GasA,10,1,5.0,1492,0,0,1492,1.0,0.0,2,0,3,1,7,6,10,1,Gd,Attchd,2002.0,3,2.0,596.0,5,5,3,277,137,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,test_col,414,414
1506,20,RL,,10456,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,5,5,CBlock,5,5,1,10.0,506.0,2.0,0.0,1323.0,1829.0,GasA,7,1,5.0,1829,0,0,1829,1.0,0.0,2,0,4,1,5,8,10,0,nan,Attchd,1967.0,3,2.0,535.0,5,5,3,0,76,0,0,0,0,0,0,nan,0,5,2010,WD,Normal,test_col,76,76
1507,60,RL,80.0,10791,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,PConc,7,5,2,10.0,1137.0,2.0,0.0,143.0,1280.0,GasA,10,1,5.0,1280,1215,0,2495,1.0,0.0,2,1,4,1,7,9,10,1,TA,Attchd,1993.0,2,2.0,660.0,5,5,3,224,32,0,0,0,0,0,0,nan,0,3,2010,WD,Normal,test_col,256,256
1508,50,RL,,18837,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,PConc,7,5,2,5.0,687.0,1.0,46.0,491.0,1224.0,GasA,5,1,5.0,1287,604,0,1891,0.0,1.0,3,0,3,1,5,7,10,1,TA,Attchd,1978.0,3,2.0,678.0,5,5,3,0,69,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,test_col,69,69
1509,60,RL,80.0,9600,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,5.0,329.0,2.0,0.0,386.0,715.0,GasA,5,1,5.0,930,715,0,1645,0.0,0.0,1,2,4,1,5,7,10,0,nan,Attchd,1971.0,3,2.0,441.0,5,5,3,0,78,0,0,0,0,0,5,nan,0,6,2010,WD,Normal,test_col,78,78
1510,20,RL,80.0,9600,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,5,5,CBlock,5,5,1,5.5,698.0,2.0,0.0,534.0,1232.0,GasA,5,1,5.0,1232,0,0,1232,1.0,0.0,1,1,3,1,5,6,10,0,nan,Attchd,1966.0,3,2.0,490.0,5,5,3,0,224,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,test_col,224,224
1511,20,RL,90.0,9900,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,5,5,PConc,7,5,1,3.0,1059.0,2.0,0.0,150.0,1209.0,GasA,7,1,5.0,1209,0,0,1209,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1966.0,3,2.0,504.0,5,5,3,0,0,120,0,0,0,0,0,nan,0,4,2010,ConLD,Normal,test_col,120,120
1512,20,RL,88.0,9680,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,5,5,CBlock,5,5,1,3.0,1010.0,2.0,0.0,500.0,1510.0,GasA,10,1,5.0,1510,0,0,1510,1.0,0.0,2,0,3,1,7,6,10,0,nan,Attchd,1967.0,3,2.0,517.0,5,5,3,0,40,0,0,204,0,0,5,nan,0,4,2010,WD,Normal,test_col,244,244
1513,80,RL,,10600,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,533.0,533.0,GasA,5,1,5.0,1131,644,0,1775,0.0,0.0,2,0,3,1,5,8,10,0,nan,Attchd,1964.0,2,2.0,480.0,5,5,3,0,172,0,0,0,0,0,0,nan,0,5,2010,COD,Family,test_col,172,172
1514,90,RL,98.0,13260,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144.0,5,5,CBlock,5,5,1,3.0,1500.0,2.0,0.0,228.0,1728.0,GasA,5,1,5.0,1728,0,0,1728,2.0,0.0,2,0,6,2,5,10,10,0,nan,nan,,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,nan,0,1,2010,Oth,Abnorml,test_col,0,0
1515,50,RL,68.0,9724,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265.0,7,5,CBlock,5,5,1,1.0,670.0,2.0,0.0,470.0,1140.0,GasA,7,1,5.0,1929,532,0,2461,0.0,0.0,2,0,3,1,5,7,6,2,Gd,Detchd,1994.0,2,2.0,400.0,5,5,3,0,0,0,0,0,0,0,5,nan,0,3,2010,WD,Normal,test_col,0,0
1516,50,RL,120.0,17360,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,5,7,CBlock,5,5,1,5.5,300.0,2.0,0.0,482.0,782.0,GasA,5,1,5.0,1019,537,0,1556,0.0,0.0,2,0,3,1,5,6,10,1,Gd,Attchd,1949.0,2,2.0,470.0,5,5,3,0,0,150,0,0,0,0,0,nan,0,1,2010,WD,Normal,test_col,150,150
1517,85,RL,75.0,11380,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,8,1966,2008,Gable,CompShg,HdBoard,HdBoard,BrkFace,216.0,5,5,CBlock,5,5,4,10.0,944.0,2.0,0.0,136.0,1080.0,GasA,7,1,5.0,1128,0,0,1128,1.0,0.0,1,0,2,1,7,5,10,1,Gd,Attchd,1966.0,2,1.0,315.0,5,5,3,238,0,0,0,0,0,0,0,Shed,1500,1,2010,WD,Normal,test_col,238,238
1518,90,RL,70.0,8267,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,1604.0,1604.0,GasA,5,1,5.0,1604,0,0,1604,0.0,0.0,2,0,4,2,5,8,10,0,nan,Attchd,1958.0,2,2.0,576.0,5,5,3,42,0,0,0,0,0,0,0,nan,0,3,2010,WD,Normal,test_col,42,42
1519,20,RL,70.0,8197,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,7,5,PConc,7,5,1,10.0,1188.0,2.0,0.0,292.0,1480.0,GasA,10,1,5.0,1480,0,0,1480,1.0,0.0,2,0,3,1,7,7,10,0,nan,Attchd,2003.0,3,2.0,620.0,5,5,3,252,73,0,0,0,0,0,3,Shed,300,2,2010,WD,Normal,test_col,325,325
1520,20,RL,,8050,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,5,5,CBlock,5,5,1,3.0,856.0,5.5,162.0,125.0,1143.0,GasA,5,1,5.0,1143,0,0,1143,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1959.0,3,1.0,308.0,5,5,3,0,0,0,0,0,0,0,5,nan,0,5,2010,WD,Normal,test_col,0,0
1521,20,RL,87.0,10725,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,91.0,5,5,CBlock,5,5,1,5.5,936.0,2.0,0.0,270.0,1206.0,GasA,3,1,5.0,1206,0,0,1206,0.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1959.0,3,1.0,312.0,5,5,3,0,21,0,0,0,0,0,0,nan,0,5,2010,WD,Normal,test_col,21,21
1522,20,RL,80.0,10032,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432.0,5,5,CBlock,5,5,1,5.5,734.0,2.0,0.0,510.0,1244.0,GasA,10,1,5.0,1580,0,0,1580,1.0,0.0,1,1,3,1,5,6,10,2,Gd,Attchd,1956.0,2,2.0,440.0,5,5,3,0,28,0,0,160,0,0,5,nan,0,6,2010,WD,Normal,test_col,188,188
1523,50,RL,60.0,8382,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,832.0,832.0,GasA,5,1,3.0,832,505,0,1337,0.0,0.0,1,0,3,1,5,5,10,0,nan,Attchd,1956.0,2,1.0,263.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,2,2010,WD,Normal,test_col,0,0
1524,20,RL,60.0,10950,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,WdShing,Wd Shng,None,0.0,5,5,CBlock,5,5,1,3.0,339.0,2.0,0.0,525.0,864.0,GasA,5,1,5.0,1064,0,0,1064,0.0,1.0,1,0,2,1,3,4,10,0,nan,Detchd,1952.0,2,1.0,318.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,5,2010,WD,Normal,test_col,0,0
1525,20,RL,119.0,10895,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,7,CBlock,5,5,1,5.5,648.0,2.0,0.0,324.0,972.0,GasA,5,1,5.0,972,0,0,972,0.0,0.0,1,0,3,1,5,5,10,0,nan,Attchd,1955.0,2,1.0,305.0,5,5,3,0,0,205,0,0,0,0,5,nan,0,6,2010,WD,Normal,test_col,205,205
1526,190,RL,70.0,13587,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,3,5.5,532.0,2.0,0.0,456.0,988.0,GasA,5,1,5.0,988,0,0,988,1.0,0.0,1,0,2,1,5,5,10,0,nan,Attchd,1958.0,2,1.0,264.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,4,2010,WD,Abnorml,test_col,0,0
1527,30,RL,65.0,7898,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,5,1,2.0,0.0,2.0,0.0,576.0,576.0,GasA,7,1,5.0,985,0,0,985,0.0,1.0,1,0,2,1,5,4,10,0,nan,Detchd,1989.0,2,2.0,676.0,5,5,2,0,0,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,test_col,0,0
1528,50,RL,60.0,8064,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,5,5,CBlock,5,5,1,5.0,481.0,5.5,174.0,161.0,816.0,GasA,5,1,5.0,816,408,0,1224,1.0,0.0,1,0,3,1,5,5,10,0,nan,Detchd,1950.0,2,1.0,280.0,5,5,3,414,0,0,0,0,0,0,5,nan,0,5,2010,WD,Normal,test_col,414,414
1529,20,RL,81.0,7635,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,5.5,588.0,1.0,350.0,237.0,1175.0,GasA,10,1,5.0,1175,0,0,1175,0.0,0.0,1,1,3,1,5,6,10,0,nan,Detchd,1960.0,3,2.0,484.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,6,2010,WD,Normal,test_col,0,0
1530,20,RL,80.0,9760,Pave,nan,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,5,5,CBlock,5,5,4,3.0,717.0,1.0,263.0,415.0,1395.0,GasA,5,1,5.0,1395,0,0,1395,1.0,0.0,1,0,2,1,5,7,8,1,TA,Attchd,1963.0,3,2.0,440.0,5,5,3,657,0,113,0,240,0,0,0,nan,0,5,2010,WD,Normal,test_col,1010,1010
1531,50,RM,60.0,4800,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1900,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,771.0,5,5,PConc,5,5,1,5.0,48.0,2.0,0.0,661.0,709.0,GasA,5,1,5.0,1157,687,0,1844,1.0,0.0,1,0,3,1,5,9,6,2,Gd,Basment,1900.0,2,1.0,240.0,5,5,3,84,0,0,0,0,0,0,0,nan,0,1,2010,COD,Abnorml,test_col,84,84
1532,30,RM,56.0,4485,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,PConc,5,5,1,3.0,579.0,2.0,0.0,357.0,936.0,GasA,5,1,5.0,936,0,0,936,1.0,0.0,1,0,2,1,5,5,10,1,Gd,nan,,0,0.0,0.0,0,0,1,51,0,135,0,0,0,0,3,nan,0,5,2010,WD,Normal,test_col,186,186
1533,20,RM,69.0,5805,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,2,3.0,274.0,5.5,1073.0,0.0,1347.0,GasA,7,1,5.0,1347,0,0,1347,1.0,1.0,1,0,3,1,7,6,10,0,nan,Detchd,1957.0,2,2.0,551.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,6,2010,WD,Normal,test_col,0,0
1534,45,RM,50.0,6900,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,PConc,7,5,1,2.0,0.0,2.0,0.0,827.0,827.0,GasA,7,1,5.0,827,424,0,1251,0.0,0.0,1,0,3,1,3,6,10,0,nan,Detchd,1938.0,2,1.0,240.0,3,5,2,0,0,0,0,0,0,0,0,nan,0,1,2010,WD,Normal,test_col,0,0
1535,50,RM,69.0,11851,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,7,BrkTil,5,5,1,3.0,780.0,2.0,0.0,247.0,1027.0,GasA,10,1,5.0,1027,606,0,1633,0.0,0.0,1,0,3,1,7,7,10,1,Gd,Detchd,1948.0,2,1.0,240.0,5,5,3,0,100,126,0,0,0,0,0,nan,0,6,2010,WD,Normal,test_col,226,226
1536,50,RM,,8239,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,5,1,5.5,176.0,2.0,0.0,832.0,1008.0,GasA,5,1,5.0,1060,185,0,1245,0.0,0.0,1,0,3,1,5,6,10,0,nan,Detchd,1962.0,2,1.0,315.0,5,5,3,0,0,334,0,0,0,0,0,nan,0,3,2010,WD,Normal,test_col,334,334
1537,30,RM,68.0,9656,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,None,0.0,5,3,BrkTil,3,3,1,2.0,0.0,2.0,0.0,678.0,678.0,GasA,5,0,5.0,832,0,0,832,0.0,0.0,1,0,2,1,5,5,10,1,Gd,Detchd,1928.0,2,2.0,780.0,3,3,2,0,0,0,0,0,0,0,0,nan,0,6,2010,WD,Abnorml,test_col,0,0
1538,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,7,7,BrkTil,5,5,1,2.0,0.0,2.0,0.0,930.0,930.0,GasW,5,0,5.0,930,636,0,1566,0.0,0.0,2,0,3,1,7,7,10,0,nan,Detchd,1930.0,2,1.0,288.0,5,5,3,54,228,246,0,0,0,0,0,nan,0,4,2010,WD,Abnorml,test_col,528,528
1539,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,7,7,Stone,3,3,1,2.0,0.0,2.0,0.0,346.0,346.0,GasA,10,1,5.0,1157,1111,0,2268,0.0,0.0,3,0,3,1,7,7,10,0,nan,Detchd,2003.0,2,2.0,624.0,5,5,2,0,108,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,test_col,108,108
1540,190,RM,100.0,9045,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,3,BrkTil,5,5,2,2.0,0.0,2.0,0.0,840.0,840.0,Grav,3,0,4.0,1128,1128,0,2256,0.0,0.0,2,0,4,2,3,12,10,0,nan,nan,,0,0.0,0.0,0,0,2,0,18,18,0,0,0,0,0,nan,0,6,2010,WD,Abnorml,test_col,36,36
1541,70,RM,60.0,10560,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,3,5,1,5.5,283.0,2.0,0.0,455.0,738.0,GasA,10,1,5.0,868,602,0,1470,0.0,0.0,1,1,2,1,5,6,8,0,nan,Detchd,1970.0,2,2.0,624.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,6,2010,WD,Normal,test_col,0,0
1542,50,RM,53.0,5830,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,7,CBlock,5,5,1,5.5,788.0,2.0,0.0,200.0,988.0,GasA,10,1,5.0,1030,582,0,1612,0.0,0.0,1,1,3,1,5,7,10,0,nan,Detchd,1950.0,2,1.0,363.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,3,2010,WD,Normal,test_col,0,0
1543,75,RL,,7793,Pave,nan,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,1922,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,7,5,1,3.0,474.0,2.0,0.0,634.0,1108.0,GasA,5,0,3.0,1160,908,0,2068,0.0,0.0,1,1,3,1,7,8,10,1,Gd,Detchd,1928.0,2,1.0,315.0,5,5,3,0,0,60,0,0,0,0,0,nan,0,5,2010,WD,Normal,test_col,60,60
1544,30,RM,50.0,5000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,5,1,5.5,188.0,2.0,0.0,577.0,765.0,GasA,5,0,4.0,765,0,0,765,1.0,0.0,1,0,2,1,7,4,10,0,nan,Detchd,1926.0,2,1.0,200.0,3,5,1,135,0,41,0,0,0,0,3,nan,0,4,2010,WD,Normal,test_col,176,176
1545,50,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,7,1,3.0,452.0,1.0,12.0,144.0,608.0,GasA,5,1,5.0,608,524,0,1132,1.0,0.0,1,0,2,1,5,5,10,0,nan,Detchd,1939.0,2,1.0,240.0,5,5,3,0,0,128,0,0,0,0,3,nan,0,4,2010,WD,Abnorml,test_col,128,128
1546,50,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,7,CBlock,5,5,1,1.0,264.0,2.0,0.0,308.0,572.0,GasA,10,1,3.0,848,348,0,1196,0.0,1.0,1,1,3,1,5,6,10,2,Gd,Detchd,1973.0,2,2.0,576.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,3,2010,WD,Normal,test_col,0,0
1547,50,RM,53.0,6360,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,5,5,CBlock,5,5,1,5.5,360.0,1.0,159.0,316.0,835.0,GasA,5,1,3.0,955,498,0,1453,0.0,0.0,1,1,3,1,7,7,6,2,Fa,Detchd,1942.0,2,1.0,240.0,5,5,3,0,0,35,0,148,0,0,0,nan,0,3,2010,WD,Normal,test_col,183,183
1548,50,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,5.5,300.0,2.0,0.0,480.0,780.0,GasA,5,1,5.0,780,636,0,1416,0.0,0.0,1,1,3,1,5,6,10,0,nan,Detchd,1948.0,2,1.0,312.0,5,5,1,221,0,48,0,0,0,0,0,nan,0,3,2010,WD,Normal,test_col,269,269
1549,50,RM,52.0,6240,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,CBlock,5,3,1,5.5,276.0,2.0,0.0,252.0,528.0,GasA,7,1,5.0,548,492,0,1040,0.0,0.0,1,0,2,1,5,5,10,0,nan,Detchd,1979.0,5,2.0,624.0,5,5,1,306,0,32,0,0,0,0,0,nan,0,5,2010,WD,Normal,test_col,338,338
1550,50,RM,52.0,6240,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,5,1,1.0,448.0,2.0,0.0,480.0,928.0,GasA,5,1,4.0,928,608,0,1536,0.0,0.0,2,0,4,1,5,7,10,1,Gd,Detchd,1930.0,2,2.0,480.0,5,5,3,0,10,0,0,0,0,0,3,nan,0,3,2010,WD,Normal,test_col,10,10
1551,30,RM,51.0,6120,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,3,3,1,5.0,960.0,2.0,0.0,164.0,1124.0,GasA,5,1,5.0,1068,0,0,1068,1.0,0.0,1,0,2,1,5,5,10,1,Gd,Detchd,1923.0,2,1.0,288.0,5,5,3,0,0,128,0,0,0,0,0,nan,0,3,2010,WD,Normal,test_col,128,128
1552,50,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,3,CBlock,5,5,1,2.0,0.0,2.0,0.0,888.0,888.0,GasA,10,1,5.0,888,1074,0,1962,0.0,0.0,1,1,4,1,5,9,10,1,TA,Detchd,1915.0,2,2.0,572.0,5,5,3,160,0,364,0,0,0,0,5,nan,0,6,2010,WD,Normal,test_col,524,524
1553,70,RM,60.0,12900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,7,7,PConc,5,5,1,2.0,0.0,2.0,0.0,780.0,780.0,GasA,10,1,5.0,780,780,0,1560,0.0,0.0,1,1,3,1,7,7,10,0,nan,nan,,0,0.0,0.0,0,0,2,344,0,0,0,168,0,0,0,nan,0,5,2010,WD,Normal,test_col,512,512
