Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities,kfold
815,50,0,45.0,8248,0,0,0,0,0,0,0,15,0,0,0,2,5,7,1918,1950,0,0,4,2,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,686.0,686.0,1,7,1,5.0,686,564,0,1250,0.0,1.0,1,1,3,1,3,7,10,0,-1,1,1955.0,2,1.0,280.0,5,5,1,207,0,96,0,0,0,0,0,-1,0,7,2006,0,0,116000,303,303,1,0,0,0,183.2888888888889,3186.0,8528.0,11714.0,0.3735928705440901,inf,11714.0,1.0,0,1.5,1,93,1.0,61,32,88,56,4,2,0,0.0,140.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,48.5,4.409090909090909,-1
816,20,0,48.0,12137,0,-1,1,0,0,3,0,0,0,0,0,1,7,5,1998,1998,0,0,0,0,0,442.0,5,5,0,7,5,1,2.0,0.0,2.0,0.0,1649.0,1649.0,0,10,1,5.0,1661,0,0,1661,0.0,0.0,2,0,3,1,7,6,10,0,-1,0,1998.0,3,2.0,598.0,5,5,3,0,34,0,0,0,0,0,0,-1,0,5,2010,0,0,224900,34,34,0,1,1,1,252.85416666666663,4971.0,12735.0,17706.0,0.390341578327444,inf,17706.0,1.0,0,1.0,1,13,0.0,13,0,12,12,0,0,0,0.0,199.33333333333331,10,17.0,16,0.0,1.0,5.0,3.4,4.0,56.4,5.127272727272726,-1
817,20,0,69.0,11425,0,-1,1,0,0,2,0,11,0,0,0,1,5,6,1954,1954,0,0,4,2,1,0.0,5,5,1,5,5,1,3.0,486.0,2.0,0.0,522.0,1008.0,0,7,1,5.0,1008,0,0,1008,0.0,0.0,1,0,2,1,5,4,10,1,1,0,1954.0,3,1.0,275.0,5,5,3,0,0,120,0,0,0,0,0,-1,0,7,2006,0,0,137000,120,120,0,1,3,1,129.625,3024.0,11700.0,14724.0,0.2584615384615385,inf,14724.0,1.0,0,1.0,1,57,0.0,57,0,52,52,4,1,0,0.4821428571428572,137.5,10,16.0,16,486.0,0.5178571428571429,5.0,3.2,4.0,51.2,4.654545454545455,-1
818,20,0,69.0,13265,0,-1,1,0,0,3,0,4,0,0,0,1,8,5,2002,2002,1,0,5,6,0,148.0,7,5,0,7,5,1,10.0,1218.0,2.0,0.0,350.0,1568.0,0,10,1,5.0,1689,0,0,1689,1.0,0.0,2,0,3,1,7,7,10,2,1,0,2002.0,3,3.0,857.0,5,5,3,150,59,0,0,0,0,0,0,-1,0,7,2008,0,0,271000,209,209,0,1,1,1,129.625,4946.0,14122.0,19068.0,0.350233677949299,inf,19068.0,1.0,0,1.0,1,9,0.0,9,0,6,6,2,0,0,0.7767857142857143,214.25,12,25.0,16,1218.0,0.22321428571428573,6.0,5.0,4.0,62.0,5.636363636363638,-1
819,80,0,80.0,8816,0,-1,0,0,0,0,0,19,0,0,0,5,6,7,1971,1971,0,0,3,3,0,80.0,5,5,1,5,5,3,10.0,504.0,2.0,0.0,506.0,1010.0,0,7,1,5.0,1052,0,0,1052,1.0,0.0,1,0,3,1,5,6,10,0,-1,0,1971.0,2,2.0,440.0,5,5,3,0,0,0,0,0,0,0,3,-1,0,6,2010,0,0,155000,0,0,0,0,0,0,110.2,3114.0,9256.0,12370.0,0.3364304235090752,inf,12370.0,1.0,0,1.3,1,40,0.0,40,0,39,39,3,4,0,0.499009900990099,146.66666666666666,10,25.0,14,504.0,0.500990099009901,5.0,5.0,3.5,53.5,4.863636363636363,-1
820,120,0,44.0,6371,0,-1,1,0,0,0,0,10,0,0,3,1,7,5,2009,2010,0,0,0,0,2,128.0,7,5,0,7,5,2,10.0,733.0,2.0,0.0,625.0,1358.0,0,10,1,5.0,1358,0,0,1358,1.0,0.0,2,0,2,1,7,6,10,1,1,0,2010.0,3,2.0,484.0,5,5,3,192,35,0,0,0,0,0,0,-1,0,6,2010,1,2,224000,227,227,0,1,2,1,144.79545454545453,4074.0,6855.0,10929.0,0.5943107221006565,inf,10929.0,1.0,0,1.0,1,2,1.0,1,1,1,0,0,3,2,0.5397643593519882,161.33333333333334,12,26.0,16,733.0,0.4602356406480118,6.0,5.2,4.0,60.2,5.4727272727272736,-1
821,60,0,72.0,7226,0,-1,1,0,0,3,0,0,0,0,0,0,7,5,2003,2003,0,0,0,0,1,0.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,798.0,798.0,0,10,1,5.0,798,842,0,1640,0.0,0.0,2,1,3,1,7,6,10,0,-1,0,2003.0,3,2.0,595.0,5,5,3,0,45,0,0,0,0,0,0,-1,0,6,2008,0,0,183000,45,45,0,1,1,1,100.36111111111113,4078.0,7821.0,11899.0,0.5214166986318886,inf,11899.0,1.0,0,2.0,1,8,0.0,8,0,5,5,0,5,0,0.0,198.33333333333331,12,17.0,16,0.0,1.0,6.0,3.4,4.0,57.4,5.218181818181818,-1
822,20,1,60.0,6000,0,1,0,1,0,0,1,7,0,0,1,1,4,4,1953,1953,0,0,1,1,1,0.0,3,5,1,3,5,1,2.0,0.0,2.0,0.0,936.0,936.0,0,5,0,5.0,936,0,0,936,0.0,0.0,1,0,2,1,5,4,6,0,-1,1,1974.0,2,2.0,576.0,5,5,3,0,32,112,0,0,0,0,0,-1,0,2,2009,0,0,93000,144,144,2,2,0,2,100.0,2808.0,6576.0,9384.0,0.42700729927007297,inf,9384.0,1.0,0,1.0,1,58,0.0,58,0,56,56,1,1,0,0.0,192.0,8,13.0,14,0.0,1.0,4.0,2.6,3.5,39.1,3.5545454545454547,-1
823,60,0,69.0,12394,0,-1,1,0,0,2,0,17,0,0,0,0,7,5,2003,2003,0,0,0,0,1,0.0,7,5,0,7,5,4,2.0,0.0,2.0,0.0,847.0,847.0,0,10,1,5.0,847,886,0,1733,0.0,0.0,2,1,3,1,7,7,10,1,1,2,2003.0,5,2.0,433.0,5,5,3,100,48,0,0,0,0,0,0,-1,0,10,2007,0,1,225000,148,148,0,1,3,1,129.625,4313.0,12827.0,17140.0,0.3362438606065331,inf,17140.0,1.0,0,2.0,1,8,0.0,8,0,4,4,0,5,1,0.0,144.33333333333334,12,20.0,20,0.0,1.0,6.0,4.0,5.0,60.0,5.454545454545454,-1
824,50,0,60.0,9900,0,-1,0,0,0,0,0,23,0,0,0,2,6,7,1940,1950,0,0,0,0,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,778.0,778.0,0,5,1,5.0,944,545,0,1489,0.0,0.0,2,0,3,1,5,7,10,1,1,1,1940.0,2,1.0,240.0,5,5,3,335,0,0,0,0,0,0,5,-1,0,7,2009,0,0,139500,335,335,0,0,0,0,165.0,3756.0,10140.0,13896.0,0.3704142011834319,inf,13896.0,1.0,0,1.5,1,71,1.0,61,10,69,59,0,2,0,0.0,120.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,50.5,4.590909090909091,-1
825,20,3,81.0,11216,0,-1,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,0,0,0,0,1,0.0,7,5,0,7,7,1,2.0,0.0,2.0,0.0,1489.0,1489.0,0,10,1,5.0,1489,0,0,1489,0.0,0.0,2,0,3,1,7,7,10,1,1,0,2006.0,3,2.0,776.0,5,5,3,0,140,0,0,0,0,0,0,-1,0,6,2006,1,2,232600,140,140,0,0,0,0,138.46913580246914,4467.0,11992.0,16459.0,0.37249833222148104,inf,16459.0,1.0,0,1.0,1,5,0.0,5,0,0,0,0,5,2,0.0,258.6666666666667,12,19.0,16,0.0,1.0,6.0,3.8,4.0,59.8,5.4363636363636365,-1
826,20,0,114.0,14803,0,-1,0,0,0,0,0,10,2,4,0,1,10,5,2007,2008,1,0,5,6,0,816.0,10,5,0,10,5,3,10.0,1636.0,2.0,0.0,442.0,2078.0,0,10,1,5.0,2084,0,0,2084,1.0,0.0,2,0,2,1,10,7,10,1,1,0,2007.0,5,3.0,1220.0,5,5,3,188,45,0,0,0,0,0,0,-1,0,6,2008,1,2,385000,233,233,0,0,0,0,129.8508771929825,6246.0,16023.0,22269.0,0.38981464145291145,inf,22269.0,1.0,2,1.0,1,4,1.0,3,1,1,0,2,0,2,0.7872954764196343,305.0,15,30.0,20,1636.0,0.21270452358036573,7.5,6.0,5.0,69.5,6.3181818181818175,-1
827,45,1,50.0,6130,0,-1,0,0,0,0,0,8,0,0,0,3,5,6,1924,1950,0,0,1,1,1,0.0,5,5,2,5,5,1,5.0,784.0,2.0,0.0,0.0,784.0,0,7,1,5.0,784,0,0,784,1.0,0.0,1,0,2,1,7,5,10,0,-1,3,1980.0,0,0.0,0.0,0,0,3,0,0,116,0,0,0,0,0,-1,0,5,2008,0,0,109500,116,116,0,0,0,0,122.6,2352.0,6130.0,8482.0,0.3836867862969005,inf,8482.0,1.0,0,1.5,0,87,1.0,61,26,84,58,1,2,0,1.0,0.0,10,18.0,0,784.0,0.0,5.0,3.6,0.0,48.6,4.418181818181818,-1
828,20,0,65.0,8529,0,-1,1,0,0,0,0,12,0,0,0,1,7,5,2001,2001,0,0,0,0,1,0.0,7,5,0,7,5,1,10.0,20.0,2.0,0.0,1434.0,1454.0,0,10,1,5.0,1434,0,0,1434,0.0,0.0,2,0,3,1,7,6,10,1,0,0,2001.0,3,2.0,527.0,5,5,3,290,39,0,0,0,0,0,0,-1,0,4,2009,0,0,189000,329,329,0,1,2,1,131.2153846153846,4322.0,9056.0,13378.0,0.4772526501766785,inf,13378.0,1.0,0,1.0,1,10,0.0,10,0,8,8,0,5,0,0.01375515818431912,175.66666666666663,12,25.0,16,20.0,0.9862448418156808,6.0,5.0,4.0,60.0,5.454545454545454,-1
829,60,0,69.0,28698,0,-1,1,2,0,3,2,19,0,0,0,0,5,5,1967,1967,2,5,6,4,1,0.0,5,5,0,5,7,4,1.0,249.0,5.0,764.0,0.0,1013.0,0,5,1,5.0,1160,966,0,2126,0.0,1.0,2,1,3,1,5,7,6,0,-1,0,1967.0,5,2.0,538.0,5,5,3,486,0,0,0,225,0,0,0,-1,0,6,2009,0,1,185000,711,711,0,4,1,2,129.625,5265.0,29236.0,34501.0,0.18008619510192914,inf,34501.0,1.0,0,2.0,1,44,0.0,44,0,42,42,6,5,1,1.0,179.33333333333337,10,22.0,20,1013.0,0.0,5.0,4.4,5.0,45.4,4.127272727272727,-1
830,160,3,24.0,2544,0,1,0,0,0,0,0,5,0,0,4,0,7,5,2005,2005,0,0,1,1,1,0.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,600.0,600.0,0,10,1,5.0,520,623,80,1223,0.0,0.0,2,1,2,1,7,4,10,0,-1,1,2005.0,3,2.0,480.0,5,5,3,0,166,0,0,0,0,0,0,-1,0,7,2006,0,0,147400,166,166,2,0,0,0,106.0,2966.0,3024.0,5990.0,0.9808201058201058,74.875,5910.0,0.986644407345576,0,2.0,1,6,0.0,6,0,1,1,1,5,0,0.0,160.0,12,17.0,16,0.0,1.0,6.0,3.4,4.0,57.4,5.218181818181818,-1
831,20,0,80.0,11900,0,-1,1,0,0,2,0,11,0,0,0,1,6,5,1957,1957,0,0,3,3,0,387.0,5,5,1,5,5,1,5.5,1040.0,2.0,0.0,352.0,1392.0,0,5,1,3.0,1392,0,0,1392,1.0,0.0,1,1,3,1,5,6,10,2,1,0,1957.0,3,2.0,458.0,5,5,3,0,0,0,0,192,0,0,0,-1,0,6,2008,0,0,166000,192,192,0,1,3,1,148.75,4176.0,12358.0,16534.0,0.3379187570804337,inf,16534.0,1.0,0,1.0,1,54,0.0,54,0,51,51,3,4,0,0.7471264367816092,152.66666666666666,10,18.5,16,1040.0,0.25287356321839083,5.0,3.7,4.0,48.7,4.427272727272729,-1
832,160,3,30.0,3180,0,1,0,0,0,0,0,5,0,0,3,0,7,5,2005,2005,0,0,1,1,1,0.0,5,5,0,7,5,1,2.0,0.0,2.0,0.0,600.0,600.0,0,10,1,5.0,520,600,80,1200,0.0,0.0,2,1,2,1,7,4,10,0,-1,1,2005.0,3,2.0,480.0,5,5,3,0,166,0,0,0,0,0,0,-1,0,6,2006,0,0,151000,166,166,2,0,0,0,106.0,2920.0,3660.0,6580.0,0.7978142076502732,82.25,6500.0,0.9878419452887538,0,2.0,1,6,0.0,6,0,1,1,1,5,0,0.0,160.0,10,17.0,16,0.0,1.0,5.0,3.4,4.0,56.4,5.127272727272726,-1
833,60,0,44.0,9548,0,-1,1,0,0,3,0,0,0,0,0,0,7,6,2003,2003,0,0,0,0,0,223.0,7,5,0,7,5,1,10.0,483.0,2.0,0.0,458.0,941.0,0,10,1,5.0,941,888,0,1829,1.0,0.0,2,1,3,1,7,7,10,1,0,0,2003.0,3,2.0,613.0,5,5,3,192,39,0,0,0,0,0,0,-1,0,1,2010,0,0,237000,231,231,0,1,1,1,217.0,4599.0,10161.0,14760.0,0.4526129317980514,inf,14760.0,1.0,0,2.0,1,8,0.0,8,0,7,7,0,0,0,0.5132837407013815,204.33333333333331,12,25.0,16,483.0,0.4867162592986185,6.0,5.0,4.0,61.0,5.545454545454546,-1
834,20,0,100.0,10004,0,-1,0,0,0,0,0,11,0,0,0,1,6,6,1964,1964,0,0,3,4,0,180.0,5,5,1,5,5,1,5.5,196.0,3.0,345.0,975.0,1516.0,0,5,1,5.0,1516,0,0,1516,0.0,0.0,1,1,3,1,5,6,10,0,-1,0,1964.0,3,2.0,472.0,5,5,3,0,0,0,0,152,0,0,0,-1,0,2,2009,0,0,167000,152,152,0,0,0,0,100.04,4548.0,10476.0,15024.0,0.43413516609392894,inf,15024.0,1.0,0,1.0,1,47,0.0,47,0,45,45,2,4,0,0.35686015831134565,157.33333333333334,10,19.5,16,541.0,0.6431398416886543,5.0,3.9,4.0,49.9,4.536363636363637,-1
835,20,0,75.0,7875,0,-1,0,0,0,0,0,11,0,0,0,1,5,6,1961,1961,0,0,0,0,0,136.0,5,5,1,5,5,1,5.5,572.0,2.0,0.0,572.0,1144.0,0,7,1,5.0,1144,0,0,1144,1.0,0.0,1,0,3,1,5,6,10,0,-1,0,1961.0,2,2.0,456.0,5,5,3,0,0,0,0,0,0,0,5,-1,0,9,2008,0,0,139950,0,0,0,0,0,0,105.0,3432.0,8331.0,11763.0,0.4119553474972992,inf,11763.0,1.0,0,1.0,1,50,0.0,50,0,47,47,0,4,0,0.5,152.0,10,18.5,14,572.0,0.5,5.0,3.7,3.5,50.2,4.563636363636364,-1
836,20,0,60.0,9600,0,-1,0,0,0,0,0,9,0,0,0,1,4,7,1950,1995,0,0,0,3,1,0.0,5,5,1,7,5,1,3.0,442.0,2.0,0.0,625.0,1067.0,0,5,1,5.0,1067,0,0,1067,0.0,0.0,2,0,2,1,7,4,6,0,-1,0,1996.0,2,2.0,436.0,5,5,3,290,0,0,0,0,0,0,0,-1,0,2,2010,0,0,128000,290,290,0,0,0,0,160.0,3201.0,10036.0,13237.0,0.3189517736149861,inf,13237.0,1.0,0,1.0,1,61,1.0,16,45,60,15,2,1,0,0.4142455482661668,145.33333333333334,10,18.0,14,442.0,0.5857544517338332,5.0,3.6,3.5,46.1,4.190909090909091,-1
837,30,1,90.0,8100,0,1,0,0,0,0,0,7,0,0,0,1,5,6,1948,1973,0,0,0,0,1,0.0,5,5,2,5,5,1,5.5,338.0,2.0,0.0,1221.0,1559.0,0,7,1,5.0,1559,0,0,1559,1.0,0.0,1,0,2,1,5,5,6,0,-1,1,1948.0,2,2.0,812.0,5,5,3,0,116,230,0,0,0,0,5,-1,0,6,2007,2,0,153500,346,346,2,0,0,0,90.0,4677.0,8912.0,13589.0,0.5247980251346499,inf,13589.0,1.0,0,1.0,1,63,1.0,38,25,59,34,0,2,3,0.21680564464400254,270.6666666666667,10,18.5,14,338.0,0.7831943553559975,5.0,3.7,3.5,46.2,4.2,-1
838,160,1,21.0,1680,0,-1,0,0,0,0,0,22,0,0,4,0,6,5,1973,1973,0,0,3,3,0,158.0,5,5,1,5,5,1,3.0,330.0,2.0,0.0,153.0,483.0,0,5,1,5.0,483,504,0,987,1.0,0.0,1,1,2,1,5,5,10,0,-1,1,1973.0,2,1.0,264.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,11,2008,0,0,100000,0,0,0,0,0,0,80.0,2457.0,1944.0,4401.0,1.2638888888888888,inf,4401.0,1.0,0,2.0,1,38,0.0,38,0,35,35,3,4,0,0.6832298136645962,132.0,10,16.0,14,330.0,0.3167701863354037,5.0,3.2,3.5,47.7,4.336363636363637,-1
839,20,0,75.0,9525,0,-1,0,0,0,0,0,0,0,0,0,1,5,6,1995,2006,0,0,0,0,1,0.0,5,5,0,7,5,1,2.0,0.0,2.0,0.0,1099.0,1099.0,0,10,1,5.0,1099,0,0,1099,0.0,0.0,1,1,3,1,7,6,10,0,-1,0,1999.0,2,1.0,352.0,5,5,3,278,0,0,0,0,0,0,0,-1,0,6,2008,0,0,144000,278,278,0,0,0,0,127.0,3297.0,9877.0,13174.0,0.333805811481219,inf,13174.0,1.0,0,1.0,1,16,1.0,5,11,13,2,0,5,0,0.0,176.0,10,17.0,14,0.0,1.0,5.0,3.4,3.5,54.9,4.99090909090909,-1
840,50,0,70.0,11767,0,-1,0,0,0,0,0,15,0,0,0,2,5,6,1946,1995,0,0,1,1,1,0.0,5,5,1,5,5,1,3.0,352.0,2.0,0.0,416.0,768.0,0,10,1,5.0,768,432,0,1200,0.0,0.0,1,0,3,1,5,6,10,0,-1,1,1946.0,2,1.0,240.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,5,2008,0,0,130500,0,0,0,0,0,0,168.1,3168.0,12007.0,15175.0,0.2638460897809611,inf,15175.0,1.0,0,1.5,1,65,1.0,16,49,62,13,1,1,0,0.4583333333333333,120.0,10,16.0,14,352.0,0.5416666666666666,5.0,3.2,3.5,52.7,4.790909090909091,-1
841,70,4,69.0,12155,0,-1,1,0,0,0,0,23,0,0,0,0,6,8,1925,1950,0,0,2,5,1,0.0,5,5,2,5,5,1,3.0,156.0,2.0,0.0,516.0,672.0,0,5,0,5.0,810,672,0,1482,0.0,0.0,2,0,4,1,3,7,10,0,-1,1,1934.0,2,1.0,400.0,5,5,1,0,0,254,0,0,0,0,0,-1,0,3,2008,0,0,140000,254,254,0,1,2,1,129.625,3636.0,12555.0,16191.0,0.2896057347670251,inf,16191.0,1.0,0,2.0,1,86,1.0,61,25,83,58,5,2,0,0.23214285714285715,200.0,10,16.0,14,156.0,0.7678571428571429,5.0,3.2,3.5,48.7,4.427272727272729,-1
842,70,1,60.0,10440,0,0,0,0,0,0,0,7,0,0,0,0,5,8,1904,2002,0,0,1,1,1,0.0,5,5,0,5,5,1,2.0,0.0,2.0,0.0,650.0,650.0,0,7,1,5.0,958,581,0,1539,0.0,0.0,2,0,3,1,7,8,10,1,4,1,1983.0,2,2.0,686.0,7,5,1,70,78,68,0,0,0,0,0,-1,0,6,2008,0,0,157500,216,216,1,0,0,0,174.0,3728.0,11126.0,14854.0,0.33507100485349633,inf,14854.0,1.0,0,2.0,1,107,1.0,9,98,104,6,1,5,0,0.0,228.66666666666663,10,15.0,16,0.0,1.0,5.0,3.0,4.0,55.0,5.0,-1
843,80,0,82.0,9020,0,-1,0,0,0,0,0,11,0,0,0,5,6,7,1966,1966,0,0,3,3,0,183.0,5,5,1,5,5,4,5.5,312.0,5.0,539.0,276.0,1127.0,0,5,1,5.0,1165,0,0,1165,1.0,0.0,1,1,3,1,5,6,10,0,-1,0,1966.0,3,2.0,490.0,7,7,3,0,129,0,0,0,0,0,5,-1,0,5,2008,0,0,174900,129,129,0,0,0,0,110.0,3457.0,9510.0,12967.0,0.36351209253417455,inf,12967.0,1.0,0,1.3,1,45,0.0,45,0,42,42,3,4,0,0.7551020408163265,163.33333333333334,10,24.5,20,851.0,0.24489795918367346,5.0,4.9,5.0,52.9,4.8090909090909095,-1
844,90,0,80.0,8000,0,-1,0,0,0,2,0,11,3,0,2,1,5,4,1961,1961,0,0,4,2,1,0.0,5,5,1,5,5,1,2.0,0.0,2.0,0.0,1800.0,1800.0,0,10,0,5.0,1800,0,0,1800,0.0,0.0,2,0,6,2,5,10,10,0,-1,3,1980.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,-1,0,7,2007,0,0,141000,0,0,0,0,4,0,100.0,5400.0,8000.0,13400.0,0.675,inf,13400.0,1.0,2,1.0,1,50,0.0,50,0,46,46,4,1,0,0.0,0.0,10,15.0,0,0.0,1.0,5.0,3.0,0.0,47.0,4.2727272727272725,-1
845,50,1,100.0,12665,0,0,1,0,0,0,0,7,3,0,0,2,5,8,1915,1950,0,0,2,5,1,0.0,5,5,2,5,5,2,2.0,0.0,2.0,0.0,876.0,876.0,0,7,1,5.0,876,540,0,1416,0.0,0.0,1,1,4,1,5,7,10,1,1,1,1949.0,2,3.0,720.0,5,5,3,418,0,194,0,0,0,0,0,-1,0,6,2008,0,0,153900,612,612,1,1,2,1,126.65,3708.0,13385.0,17093.0,0.2770265222263728,inf,17093.0,1.0,2,1.5,1,96,1.0,61,35,93,58,5,2,0,0.0,180.0,10,16.0,14,0.0,1.0,5.0,3.2,3.5,52.7,4.790909090909091,-1
846,85,0,69.0,16647,0,-1,1,0,0,3,0,9,4,0,0,4,5,5,1975,1981,0,0,3,3,1,0.0,5,5,1,7,5,4,5.0,1390.0,2.0,0.0,0.0,1390.0,0,5,1,5.0,1701,0,0,1701,1.0,0.0,2,0,3,1,5,6,6,2,0,3,1975.0,5,2.0,611.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,1,2007,0,0,171000,0,0,0,1,1,1,129.625,4792.0,17258.0,22050.0,0.2776683277320663,inf,22050.0,1.0,2,1.2,1,36,1.0,30,6,32,26,3,1,0,1.0,203.66666666666663,10,23.0,20,1390.0,0.0,5.0,4.6,5.0,47.6,4.327272727272727,-1
847,60,0,75.0,9317,0,-1,0,0,0,0,0,12,0,0,0,0,7,5,1993,1993,0,0,3,3,0,137.0,7,5,0,7,5,1,5.0,513.0,2.0,0.0,227.0,740.0,0,10,1,5.0,1006,769,0,1775,1.0,0.0,2,1,3,1,7,7,10,1,0,0,1993.0,2,2.0,425.0,5,5,3,234,72,192,0,0,0,0,0,-1,0,7,2009,0,0,213000,498,498,0,0,0,0,124.22666666666667,4290.0,9742.0,14032.0,0.4403613221104496,inf,14032.0,1.0,0,2.0,1,18,0.0,18,0,16,16,3,0,0,0.6932432432432433,141.66666666666666,12,20.0,14,513.0,0.30675675675675673,6.0,4.0,3.5,58.5,5.318181818181818,-1
848,20,0,36.0,15523,0,-1,1,0,0,3,0,0,0,0,0,1,5,6,1972,1972,0,0,3,4,1,0.0,5,5,1,5,5,3,3.0,460.0,2.0,0.0,404.0,864.0,0,10,1,5.0,864,0,0,864,1.0,0.0,1,0,3,1,5,5,10,1,2,0,1972.0,2,1.0,338.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,8,2009,0,0,133500,0,0,0,1,1,1,431.1944444444445,2592.0,15861.0,18453.0,0.16341970871950065,inf,18453.0,1.0,0,1.0,1,39,0.0,39,0,37,37,2,1,0,0.5324074074074074,169.0,10,18.0,14,460.0,0.4675925925925926,5.0,3.6,3.5,54.1,4.918181818181818,-1
849,50,0,75.0,45600,0,-1,1,1,0,0,0,19,0,0,0,2,6,8,1908,1997,0,0,2,5,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,907.0,907.0,0,5,1,5.0,1307,1051,0,2358,0.0,0.0,3,0,5,1,5,10,10,1,1,1,1908.0,2,2.0,360.0,3,5,3,486,40,0,0,175,0,0,0,-1,0,9,2008,0,0,240000,701,701,0,3,2,1,608.0,5623.0,45960.0,51583.0,0.1223455178416014,inf,51583.0,1.0,0,1.5,1,103,1.0,14,89,100,11,5,2,0,0.0,120.0,10,15.0,12,0.0,1.0,5.0,3.0,3.0,51.0,4.636363636363637,-1
850,80,0,80.0,9600,0,-1,0,0,0,1,0,1,1,0,0,5,6,7,1976,1994,1,0,6,4,0,360.0,7,7,1,5,5,1,2.0,0.0,2.0,0.0,528.0,528.0,0,10,1,5.0,1094,761,0,1855,0.0,0.0,2,1,3,1,5,7,10,1,0,0,1976.0,3,2.0,512.0,5,5,3,113,100,0,0,0,0,0,0,-1,0,8,2007,0,0,187000,213,213,0,0,1,0,120.0,4238.0,10112.0,14350.0,0.41910601265822783,inf,14350.0,1.0,1,1.3,1,35,1.0,17,18,31,13,6,4,0,0.0,170.66666666666666,14,15.0,16,0.0,1.0,7.0,3.0,4.0,58.0,5.2727272727272725,-1
851,120,1,36.0,4435,0,-1,0,0,0,0,0,0,0,0,3,1,6,5,2003,2003,0,0,0,0,0,170.0,7,5,0,7,5,3,10.0,659.0,2.0,0.0,189.0,848.0,0,10,1,5.0,848,0,0,848,1.0,0.0,1,0,1,1,7,3,10,0,-1,0,2003.0,5,2.0,420.0,5,5,3,140,0,0,0,0,0,0,0,-1,0,11,2007,0,0,131500,140,140,0,0,0,0,123.19444444444444,2544.0,4855.0,7399.0,0.5239958805355304,inf,7399.0,1.0,0,1.0,1,8,0.0,8,0,4,4,0,0,0,0.7771226415094341,140.0,12,27.0,20,659.0,0.22287735849056606,6.0,5.4,5.0,59.4,5.4,-1
852,120,0,69.0,3196,0,-1,0,0,0,0,0,21,0,0,3,1,8,5,2003,2003,0,0,0,0,0,40.0,7,5,0,7,5,4,2.0,0.0,2.0,0.0,1273.0,1273.0,0,10,1,5.0,1456,0,0,1456,0.0,0.0,2,0,2,1,7,7,10,1,0,0,2003.0,5,2.0,400.0,5,5,3,143,20,0,0,0,0,0,0,-1,0,5,2006,0,0,215000,163,163,0,0,0,0,129.625,4185.0,3596.0,7781.0,1.1637931034482758,inf,7781.0,1.0,0,1.0,1,8,0.0,8,0,3,3,0,0,0,0.0,133.33333333333334,12,20.0,20,0.0,1.0,6.0,4.0,5.0,61.0,5.545454545454546,-1
