Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities
1044,60,RL,86.0,11839,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,5,5,PConc,7,5,1,10.0,1085.0,2.0,0.0,390.0,1475.0,GasA,10,1,5.0,1532,797,0,2329,1.0,0.0,2,1,4,1,7,10,10,1,Ex,Attchd,1990.0,2,2.0,514.0,5,5,3,192,121,0,0,0,0,0,0,nan,0,5,2008,WD,Normal,262280,313,313,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,137.6627906976744,6133.0,12353.0,18486.0,0.49647858819719903,inf,18486.0,1.0,Norm_Norm,2.0,1,21,0.0,21,0,18,18,HdBoard_HdBoard,PConc_BrkFace,Normal_WD,0.735593220338983,171.33333333333334,10,25.0,14,1085.0,0.26440677966101694,5.0,5.0,3.5,58.5,5.318181818181818
1045,20,RL,80.0,9600,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,RARE,RARE,None,0.0,7,5,PConc,7,5,1,5.0,1104.0,2.0,0.0,1420.0,2524.0,GasA,5,1,5.0,2524,0,0,2524,1.0,0.0,2,1,4,1,7,9,10,1,Gd,Attchd,1981.0,5,2.0,542.0,5,5,3,474,120,0,0,0,0,0,3,nan,0,7,2009,WD,Normal,278000,594,594,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,7572.0,10142.0,17714.0,0.7465983040820351,inf,17714.0,1.0,RARE,1.0,1,30,0.0,30,0,28,28,RARE_RARE,PConc_None,Normal_WD,0.43740095087163233,180.66666666666666,12,20.0,20,1104.0,0.5625990491283677,6.0,4.0,5.0,56.0,5.090909090909091
1046,20,RL,,13680,Pave,nan,IReg,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,RARE,Wd Sdng,None,0.0,5,5,RARE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,10,1,3.0,1733,0,0,1733,0.0,0.0,2,0,4,1,5,8,6,1,Gd,Attchd,1955.0,2,2.0,452.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,6,2009,WD,Normal,139600,0,0,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,,3466.0,14132.0,17598.0,0.2452589866968582,inf,17598.0,1.0,Norm_Norm,1.0,1,56,0.0,56,0,54,54,RARE,RARE_None,Normal_WD,,150.66666666666666,10,0.0,14,0.0,,5.0,0.0,3.5,41.5,3.772727272727273
1047,60,RL,85.0,16056,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,RARE,208.0,7,5,PConc,10,5,3,10.0,240.0,2.0,0.0,1752.0,1992.0,GasA,10,1,5.0,1992,876,0,2868,0.0,0.0,3,1,4,1,10,11,10,1,Gd,BuiltIn,2005.0,5,3.0,716.0,5,5,3,214,108,0,0,0,0,0,0,nan,0,7,2006,New,Partial,556581,322,322,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,188.89411764705883,7728.0,16772.0,24500.0,0.4607679465776294,inf,24500.0,1.0,Norm_Norm,2.0,1,6,1.0,5,1,1,0,RARE,RARE,Partial_New,0.12048192771084337,179.0,12,30.0,20,240.0,0.8795180722891566,6.0,6.0,5.0,67.0,6.090909090909091
1048,20,RL,57.0,9245,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,7,5,1,10.0,686.0,2.0,0.0,304.0,990.0,GasA,10,1,5.0,990,0,0,990,0.0,1.0,1,0,3,1,5,5,10,0,nan,Detchd,1996.0,2,2.0,672.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,2,2008,WD,Normal,145000,0,0,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,162.19298245614036,2970.0,9917.0,12887.0,0.299485731572048,inf,12887.0,1.0,Norm_Norm,1.0,1,17,1.0,16,1,14,13,VinylSd_VinylSd,PConc_None,Normal_WD,0.692929292929293,224.0,10,25.0,14,686.0,0.30707070707070705,5.0,5.0,3.5,53.5,4.863636363636363
1049,20,RL,100.0,21750,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,5,3,RARE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,5,1,5.0,1771,0,0,1771,0.0,0.0,1,0,3,1,5,9,8,1,TA,Attchd,1960.0,2,2.0,336.0,5,5,3,0,0,0,0,0,0,0,5,nan,0,11,2009,WD,Normal,115000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,217.5,3542.0,22086.0,25628.0,0.16037308702345376,inf,25628.0,1.0,Norm_Norm,1.0,1,51,1.0,5,46,49,3,HdBoard_HdBoard,RARE,Normal_WD,,112.0,8,0.0,14,0.0,,4.0,0.0,3.5,40.5,3.6818181818181817
1050,20,RL,60.0,11100,Pave,nan,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,10,1,5.0,930,0,0,930,0.0,0.0,1,0,2,1,7,6,10,0,nan,Detchd,1946.0,2,1.0,308.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,4,2010,WD,RARE,84900,0,0,Pave_nan,Reg_Low,Reg_Inside,Reg_Gtl,185.0,1860.0,11408.0,13268.0,0.16304347826086957,inf,13268.0,1.0,Norm_Norm,1.0,1,65,1.0,5,60,64,4,MetalSd_MetalSd,CBlock_None,RARE_WD,,154.0,10,0.0,14,0.0,,5.0,0.0,3.5,51.5,4.681818181818182
1051,20,RL,73.0,8993,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,3,2.0,0.0,2.0,0.0,1302.0,1302.0,GasA,10,1,5.0,1302,0,0,1302,0.0,0.0,2,0,3,1,7,6,10,0,nan,Attchd,2007.0,5,2.0,436.0,5,5,3,0,22,0,0,0,0,0,0,nan,0,8,2007,New,Partial,176485,22,22,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,123.1917808219178,3906.0,9429.0,13335.0,0.4142538975501114,inf,13335.0,1.0,Norm_Norm,1.0,1,4,0.0,4,0,0,0,VinylSd_VinylSd,PConc_None,Partial_New,0.0,145.33333333333334,12,19.0,20,0.0,1.0,6.0,3.8,5.0,58.8,5.345454545454545
1052,20,RL,103.0,11175,Pave,nan,IReg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,3,2.0,0.0,2.0,0.0,1316.0,1316.0,GasA,10,1,5.0,1316,0,0,1316,0.0,0.0,2,0,3,1,7,6,10,1,Gd,Attchd,2007.0,5,2.0,440.0,5,5,3,0,20,0,0,0,0,0,0,nan,0,10,2007,New,Partial,200141,20,20,Pave_nan,IReg_Lvl,IReg_Corner,IReg_Gtl,108.49514563106796,3948.0,11615.0,15563.0,0.3399052948773138,inf,15563.0,1.0,Norm_Norm,1.0,1,4,0.0,4,0,0,0,VinylSd_VinylSd,PConc_None,Partial_New,0.0,146.66666666666666,12,19.0,20,0.0,1.0,6.0,3.8,5.0,59.8,5.4363636363636365
1053,60,RL,100.0,9500,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,RARE,272.0,5,5,CBlock,5,5,1,5.5,442.0,2.0,0.0,374.0,816.0,GasA,5,1,5.0,1127,850,0,1977,0.0,1.0,1,1,4,1,5,9,10,1,TA,Attchd,1964.0,3,2.0,540.0,5,5,3,0,52,0,0,0,0,0,5,nan,0,6,2007,WD,Normal,165000,52,52,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,95.0,4770.0,10040.0,14810.0,0.4750996015936255,inf,14810.0,1.0,RARE,2.0,1,47,1.0,33,14,43,29,VinylSd_VinylSd,RARE,Normal_WD,0.5416666666666666,180.0,10,18.5,16,442.0,0.4583333333333333,5.0,3.7,4.0,50.7,4.609090909090909
1054,20,RL,68.0,8562,Pave,nan,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,RARE,145.0,5,5,CBlock,5,5,3,5.5,383.0,2.0,0.0,833.0,1216.0,GasA,10,1,3.0,1526,0,0,1526,0.0,0.0,1,0,4,1,5,7,6,1,Gd,RARE,1957.0,2,1.0,364.0,5,5,3,116,78,0,0,0,0,0,0,nan,0,5,2010,WD,Normal,144500,194,194,Pave_nan,Reg_Lvl,Reg_Inside,RARE,125.91176470588235,4268.0,8926.0,13194.0,0.4781537082679812,inf,13194.0,1.0,Norm_Norm,1.0,1,54,1.0,9,45,53,8,HdBoard_HdBoard,RARE,Normal_WD,0.3149671052631579,182.0,10,20.5,14,383.0,0.6850328947368421,5.0,4.1,3.5,48.6,4.418181818181818
1055,60,RL,90.0,11367,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,7,5,PConc,7,5,2,10.0,932.0,2.0,0.0,133.0,1065.0,GasA,10,1,5.0,1091,898,0,1989,1.0,0.0,2,1,3,1,7,7,10,1,Gd,Attchd,2002.0,5,2.0,586.0,5,5,3,199,60,0,0,0,0,0,0,nan,0,11,2006,WD,Normal,255000,259,259,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,126.3,5043.0,11953.0,16996.0,0.42190245126746423,inf,16996.0,1.0,Norm_Norm,2.0,1,9,0.0,9,0,4,4,VinylSd_VinylSd,PConc_BrkFace,Normal_WD,0.8751173708920188,195.33333333333334,12,26.0,20,932.0,0.12488262910798122,6.0,5.2,5.0,62.2,5.654545454545455
1056,20,RL,104.0,11361,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,5,5,CBlock,7,5,1,5.0,644.0,2.0,0.0,549.0,1193.0,GasA,5,1,5.0,1523,0,0,1523,0.0,1.0,2,0,3,1,5,7,10,1,TA,Attchd,1976.0,5,2.0,478.0,5,5,3,0,0,0,0,189,0,0,3,nan,0,5,2008,RARE,RARE,180000,189,189,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,109.24038461538461,4239.0,11839.0,16078.0,0.35805388968662893,inf,16078.0,1.0,Norm_Norm,1.0,1,35,0.0,35,0,32,32,Plywood_Plywood,CBlock_BrkFace,RARE,0.539815590947192,159.33333333333334,10,20.0,20,644.0,0.46018440905280805,5.0,4.0,5.0,51.0,4.636363636363637
1057,120,RL,43.0,7052,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,RARE,240.0,7,5,PConc,7,5,3,10.0,659.0,2.0,0.0,705.0,1364.0,GasA,10,1,5.0,1364,0,0,1364,1.0,0.0,2,0,2,1,7,6,10,1,Gd,Attchd,2005.0,3,2.0,484.0,5,5,3,192,36,0,0,0,0,0,0,nan,0,6,2006,WD,Normal,185850,228,228,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,164.0,4092.0,7536.0,11628.0,0.5429936305732485,inf,11628.0,1.0,Norm_Norm,1.0,1,6,0.0,6,0,1,1,VinylSd_VinylSd,RARE,Normal_WD,0.4831378299120235,161.33333333333334,12,27.0,16,659.0,0.5168621700879765,6.0,5.4,4.0,60.4,5.490909090909091
1058,60,RL,,29959,Pave,nan,IReg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,7,5,PConc,7,5,1,10.0,595.0,2.0,0.0,378.0,973.0,GasA,10,1,5.0,979,871,0,1850,0.0,0.0,2,1,3,1,7,7,10,1,Gd,BuiltIn,1994.0,5,2.0,467.0,5,5,3,168,98,0,0,0,0,0,0,nan,0,1,2009,WD,Normal,248000,266,266,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,,4673.0,30426.0,35099.0,0.1535857490304345,inf,35099.0,1.0,Norm_Norm,2.0,1,17,0.0,17,0,15,15,HdBoard_HdBoard,PConc_None,Normal_WD,0.6115107913669064,155.66666666666666,12,25.0,20,595.0,0.38848920863309355,6.0,5.0,5.0,62.0,5.636363636363637
1059,60,RL,96.0,11308,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,RARE,154.0,10,5,PConc,10,5,3,10.0,936.0,2.0,0.0,168.0,1104.0,GasA,10,1,5.0,1130,1054,0,2184,1.0,0.0,2,1,3,1,10,10,10,1,Gd,Attchd,2008.0,5,3.0,836.0,5,5,3,0,102,0,0,0,0,0,0,nan,0,7,2009,WD,Normal,335000,102,102,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,117.79166666666667,5472.0,12144.0,17616.0,0.4505928853754941,inf,17616.0,1.0,Norm_Norm,2.0,1,3,0.0,3,0,1,1,VinylSd_VinylSd,RARE,Normal_WD,0.8478260869565217,209.0,15,30.0,20,936.0,0.15217391304347827,7.5,6.0,5.0,68.5,6.2272727272727275
1060,50,RL,,11275,Pave,nan,IReg,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,5,5,CBlock,5,5,2,5.5,297.0,1.0,557.0,0.0,854.0,GasA,5,1,5.0,1096,895,0,1991,0.0,0.0,1,1,3,1,5,7,10,1,Gd,Detchd,1977.0,2,2.0,432.0,5,3,3,0,0,19,0,0,0,0,0,nan,0,3,2007,WD,Normal,220000,19,19,Pave_nan,IReg_HLS,IReg_Corner,RARE,,4836.0,11707.0,16543.0,0.41308618775091827,inf,16543.0,1.0,Norm_Norm,1.5,1,79,1.0,61,18,75,57,MetalSd_MetalSd,CBlock_BrkFace,Normal_WD,1.0,144.0,10,18.5,12,854.0,0.0,5.0,3.7,3.0,50.7,4.609090909090909
1061,120,RL,41.0,4920,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,7,5,PConc,7,5,2,10.0,616.0,2.0,0.0,722.0,1338.0,GasA,10,1,5.0,1338,0,0,1338,1.0,0.0,2,0,2,1,7,6,10,0,nan,Attchd,2001.0,5,2.0,582.0,5,5,3,0,0,170,0,0,0,0,0,nan,0,4,2010,WD,Normal,213500,170,170,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,4014.0,5502.0,9516.0,0.7295528898582334,inf,9516.0,1.0,Norm_Norm,1.0,1,10,0.0,10,0,9,9,RARE,PConc_None,Normal_WD,0.46038863976083705,194.0,12,26.0,20,616.0,0.5396113602391629,6.0,5.2,5.0,61.2,5.5636363636363635
1062,30,C (all),120.0,18000,Grvl,nan,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,894.0,894.0,GasA,5,1,5.0,894,0,0,894,0.0,0.0,1,0,2,1,5,6,10,0,nan,Detchd,1994.0,3,3.0,1248.0,5,5,3,0,20,0,0,0,0,0,0,Shed,560,8,2008,RARE,Normal,81000,20,20,Grvl_nan,Reg_Low,Reg_Inside,Reg_Gtl,150.0,2682.0,19248.0,21930.0,0.13933915211970074,inf,21930.0,1.0,Norm_Norm,1.0,1,76,1.0,61,15,73,58,MetalSd_MetalSd,CBlock_None,RARE,0.0,312.0,8,15.0,16,0.0,1.0,4.0,3.0,4.0,43.0,3.909090909090909
1063,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,RARE,5,5,1,2.0,0.0,2.0,0.0,662.0,662.0,GasA,5,0,5.0,1422,915,0,2337,0.0,0.0,2,0,5,2,5,10,6,0,nan,Detchd,1945.0,2,2.0,560.0,5,5,3,0,57,0,0,0,0,0,0,nan,0,9,2007,WD,Normal,90000,57,57,Pave_Grvl,Reg_Lvl,Reg_Inside,Reg_Gtl,160.0,5336.0,14160.0,19496.0,0.3768361581920904,inf,19496.0,1.0,Norm_Norm,2.0,1,111,1.0,61,50,107,57,Wd Sdng_Wd Sdng,RARE_None,Normal_WD,0.0,186.66666666666666,10,15.0,14,0.0,1.0,5.0,3.0,3.5,42.5,3.8636363636363638
1064,30,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,7,RARE,5,5,1,3.0,397.0,2.0,0.0,706.0,1103.0,GasA,7,1,5.0,1103,0,0,1103,0.0,0.0,1,0,2,1,7,5,10,1,Gd,Detchd,1976.0,2,2.0,440.0,5,5,3,166,120,0,0,0,0,0,3,nan,0,7,2006,WD,Normal,110500,286,286,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,3309.0,6440.0,9749.0,0.5138198757763975,inf,9749.0,1.0,RARE,1.0,1,86,1.0,31,55,81,26,MetalSd_MetalSd,RARE_None,Normal_WD,0.3599274705349048,146.66666666666666,12,16.0,14,397.0,0.6400725294650952,6.0,3.2,3.5,54.7,4.972727272727273
1065,20,RL,,11000,Pave,nan,IReg,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,5,5,CBlock,5,5,2,3.0,740.0,5.5,230.0,184.0,1154.0,GasA,10,1,5.0,1154,0,0,1154,0.0,0.0,1,1,3,1,5,6,10,1,Po,Attchd,1966.0,3,2.0,480.0,5,5,3,0,58,0,0,0,0,0,3,nan,0,11,2009,WD,Normal,154000,58,58,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,,3462.0,11480.0,14942.0,0.3015679442508711,inf,14942.0,1.0,Norm_Norm,1.0,1,45,0.0,45,0,43,43,Plywood_Plywood,CBlock_BrkFace,Normal_WD,0.8405545927209706,160.0,10,20.5,16,970.0,0.15944540727902945,5.0,4.1,4.0,55.1,5.009090909090909
1066,60,RL,80.0,14000,Pave,nan,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,7,5,PConc,10,5,4,10.0,1201.0,2.0,0.0,105.0,1306.0,GasA,10,1,5.0,1306,954,0,2260,1.0,0.0,2,1,3,1,7,7,10,0,nan,Attchd,1996.0,3,2.0,533.0,5,5,3,296,44,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,328000,340,340,Pave_nan,Reg_Lvl,Reg_Inside,RARE,175.0,5826.0,14533.0,20359.0,0.40088075414573726,inf,20359.0,1.0,Norm_Norm,2.0,1,15,1.0,14,1,14,13,Wd Sdng_Wd Sdng,PConc_None,Normal_WD,0.9196018376722818,177.66666666666666,12,31.0,16,1201.0,0.08039816232771822,6.0,6.2,4.0,60.2,5.472727272727273
1067,60,RL,59.0,7837,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,2.0,0.0,2.0,0.0,799.0,799.0,GasA,7,1,5.0,799,772,0,1571,0.0,0.0,2,1,3,1,5,7,10,1,TA,Attchd,1993.0,3,2.0,380.0,5,5,3,0,40,0,0,0,0,0,0,nan,0,5,2009,WD,Normal,178000,40,40,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,132.83050847457628,3941.0,8217.0,12158.0,0.47961543142266033,inf,12158.0,1.0,Norm_Norm,2.0,1,18,1.0,17,1,16,15,VinylSd_VinylSd,PConc_None,Normal_WD,0.0,126.66666666666667,12,17.0,16,0.0,1.0,6.0,3.4,4.0,54.4,4.945454545454545
1068,60,RL,80.0,9760,Pave,nan,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,5,5,CBlock,5,5,4,10.0,674.0,1.0,106.0,0.0,780.0,GasA,5,1,5.0,798,813,0,1611,1.0,0.0,1,1,4,1,5,7,10,0,nan,Attchd,1964.0,3,2.0,442.0,5,5,3,328,128,0,0,189,0,0,0,nan,0,6,2008,WD,Normal,167900,645,645,Pave_nan,Reg_Lvl,Reg_Inside,RARE,122.0,4002.0,10202.0,14204.0,0.392276024308959,inf,14204.0,1.0,Norm_Norm,2.0,1,47,0.0,47,0,44,44,HdBoard_HdBoard,CBlock_BrkFace,Normal_WD,1.0,147.33333333333334,10,25.0,16,780.0,0.0,5.0,5.0,4.0,51.0,4.636363636363637
1069,160,RM,42.0,3964,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,5,CBlock,7,5,1,5.0,837.0,2.0,0.0,105.0,942.0,GasA,7,1,5.0,1291,1230,0,2521,1.0,0.0,2,1,5,1,5,10,3,1,Gd,Attchd,1973.0,5,2.0,576.0,5,5,3,728,20,0,0,0,0,0,5,nan,0,6,2006,WD,Normal,151400,748,748,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,94.38095238095238,5984.0,4540.0,10524.0,1.3180616740088105,inf,10524.0,1.0,Norm_Norm,2.0,1,38,0.0,38,0,33,33,RARE,CBlock_None,Normal_WD,0.8885350318471338,192.0,10,20.0,20,837.0,0.11146496815286625,5.0,4.0,5.0,45.0,4.090909090909091
1070,45,RL,60.0,9600,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,5.0,220.0,2.0,0.0,625.0,845.0,GasA,5,1,5.0,893,0,0,893,0.0,1.0,1,0,2,1,7,4,10,0,nan,Detchd,1985.0,2,2.0,576.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,5,2007,WD,Normal,135000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,160.0,2631.0,10176.0,12807.0,0.25854952830188677,inf,12807.0,1.0,Norm_Norm,1.5,0,62,1.0,8,54,58,4,MetalSd_MetalSd,CBlock_None,Normal_WD,0.2603550295857988,192.0,10,18.0,14,220.0,0.7396449704142012,5.0,3.6,3.5,51.1,4.6454545454545455
1071,20,RL,72.0,10152,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,5,5,CBlock,5,5,1,3.0,586.0,2.0,0.0,462.0,1048.0,GasA,5,1,5.0,1048,0,0,1048,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1956.0,2,1.0,286.0,5,5,3,0,20,0,0,192,0,0,0,nan,0,6,2007,WD,Normal,135000,212,212,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,141.0,3144.0,10438.0,13582.0,0.30120712780226094,inf,13582.0,1.0,Norm_Norm,1.0,1,55,0.0,55,0,51,51,MetalSd_MetalSd,CBlock_BrkFace,Normal_WD,0.5591603053435115,143.0,10,16.0,14,586.0,0.44083969465648853,5.0,3.2,3.5,46.7,4.245454545454546
1072,60,RL,78.0,11700,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,5.5,298.0,2.0,0.0,429.0,727.0,GasA,10,1,5.0,829,727,0,1556,0.0,0.0,1,1,4,1,5,8,10,0,nan,Attchd,1968.0,2,2.0,441.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,5,2009,WD,Normal,154000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,150.0,3839.0,12141.0,15980.0,0.3162013013755045,inf,15980.0,1.0,RARE,2.0,1,43,0.0,43,0,41,41,MetalSd_MetalSd,CBlock_None,Normal_WD,0.40990371389270974,147.0,10,18.5,14,298.0,0.5900962861072903,5.0,3.7,3.5,54.2,4.927272727272728
