Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities,LivLotRatio,Spaciousness,PorchTypes,indoor_Cluster,outdoor_Cluster,in_out_Cluster,Ext_Q_Cd_Cluster,Bmt_Ql_Cd_Cluster,Bmt_F_A_Cluster,Gar_Q_Cd_Cluster,All_Q_Cluster,Cen_indoor_0,Cen_indoor_1,Cen_indoor_2,Cen_indoor_3,Cen_outdoor_0,Cen_outdoor_1,Cen_outdoor_2,Cen_outdoor_3,Cen_in_out_0,Cen_in_out_1,Cen_in_out_2,Cen_in_out_3,Cen_All_Q_0,Cen_All_Q_1,Cen_All_Q_2,Cen_All_Q_3,SalePrice
1317,20,0,61.0,10226,0,-1,1,0,0,0,0,0,0,0,0,1,8,5,2008,2008,0,0,0,0,2,270.0,7,5,0,10,5,4,2.0,0.0,2.0,0.0,1622.0,1622.0,0,10,1,5.0,1630,0,0,1630,1.0,0.0,2,0,3,1,10,8,10,1,1,0,2008.0,3,3.0,860.0,5,5,3,172,42,0,0,0,0,0,0,-1,0,1,2009,0,0,214,214,0,1,2,1,167.63934426229508,4882.0,11086.0,15968.0,0.440375248060617,inf,15968.0,1.0,0,1.0,1,3,0.0,3,0,1,1,0,3,0,0.0,215.0,12,23.0,16,0.0,1.0,6.0,4.6,4.0,63.6,5.781818181818182,0.15939761392528848,203.75,2,3,1,2,0,2,0,3,2,2.4918319482914884,3.2514861947819536,3.2419105505777597,0.15698639845695303,2.9555153479271614,0.705331074082394,1.662197205448588,19.49121684089885,3.6036889947478197,3.458376514581125,1.136602879124021,19.510005733390333,6.302371107569786,4.9479867728177815,1.9331873479334312,4.003175011366386,295493
1318,120,3,47.0,4230,0,1,0,0,0,2,0,5,0,0,3,1,7,5,2006,2007,0,0,0,0,1,0.0,7,5,0,10,7,1,2.0,0.0,2.0,0.0,1352.0,1352.0,0,10,1,5.0,1352,0,0,1352,0.0,0.0,2,0,2,1,7,5,10,1,1,0,2006.0,3,2.0,466.0,5,5,3,0,241,0,0,0,0,0,0,-1,0,4,2007,1,2,241,241,2,0,4,0,90.0,4056.0,4696.0,8752.0,0.8637137989778535,inf,8752.0,1.0,0,1.0,1,5,1.0,4,1,1,0,0,5,2,0.0,155.33333333333334,12,22.0,16,0.0,1.0,6.0,4.4,4.0,59.4,5.4,0.31962174940898347,270.4,1,3,2,2,0,3,0,3,2,1.4191657950976677,3.349161693915174,2.51068501349842,1.1635862467436158,1.2144834786974505,2.0215990650979836,0.6661685827655164,20.19882972617145,1.8206345531718646,2.891762488249829,1.6637891718690372,20.27608195797675,5.232794731242498,3.6510086116172507,1.0798731247469788,2.4328357980804847,208900
1319,20,0,0.0,14781,0,-1,1,0,0,3,0,0,0,0,0,1,8,5,2001,2002,1,0,0,0,0,178.0,7,5,0,7,5,4,2.0,0.0,2.0,0.0,1753.0,1753.0,0,10,1,5.0,1787,0,0,1787,0.0,0.0,2,0,3,1,7,7,10,1,0,0,2001.0,3,3.0,748.0,5,5,3,198,150,0,0,0,0,0,0,-1,0,8,2006,0,0,348,348,0,1,1,1,0.0,5327.0,15529.0,20856.0,0.3430356107927104,inf,20856.0,1.0,0,1.0,1,10,1.0,9,1,5,4,0,0,0,0.0,187.0,12,20.0,16,0.0,1.0,6.0,4.0,4.0,60.0,5.454545454545454,0.12089845071375414,255.28571428571428,2,3,1,2,0,2,0,3,2,3.070760794327812,3.3354852005314126,3.70193877554293,0.5264130100019644,2.569287285275956,0.1776161582727882,1.333155089762001,18.8820265365675,3.852596054928008,3.5984935560213103,0.9030069013140876,18.892715810162887,5.261219880707791,3.5918846324501392,1.0703367993958097,2.8055083839527186,275000
1320,20,0,75.0,10215,0,-1,0,1,0,0,0,15,0,0,0,1,4,5,1954,1954,1,0,2,5,0,132.0,5,5,0,5,5,1,5.0,492.0,2.0,0.0,372.0,864.0,0,10,1,5.0,948,0,0,948,0.0,0.0,1,0,3,1,5,5,10,0,-1,0,1954.0,2,1.0,248.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,2,2007,0,0,0,0,0,2,0,0,136.2,2760.0,10463.0,13223.0,0.26378667686132085,inf,13223.0,1.0,0,1.0,1,57,0.0,57,0,53,53,5,0,0,0.5694444444444444,124.0,10,18.0,14,492.0,0.4305555555555556,5.0,3.6,3.5,51.1,4.6454545454545455,0.09280469897209985,189.6,0,0,0,0,1,3,3,1,1,0.3303354881268771,4.07928888400043,2.0587268462320494,2.855574430852946,0.2947587828473355,2.568469678620143,1.1868538070922046,19.484833857045487,0.7334703741917789,3.2417108439601723,3.301364520866559,19.77931671954303,4.134439424588928,1.7960289739110638,3.991983982560823,3.238215555954596,111000
1321,20,0,70.0,8400,0,-1,0,0,0,0,0,11,0,0,0,1,6,3,1957,1957,1,0,4,2,1,0.0,5,5,1,5,5,1,5.0,189.0,5.5,661.0,628.0,1478.0,0,7,1,5.0,1478,0,0,1478,1.0,0.0,1,1,3,1,5,6,10,2,1,0,1957.0,3,2.0,442.0,5,5,3,114,0,0,0,216,0,0,0,-1,0,6,2009,0,0,330,330,0,0,0,0,120.0,4434.0,8842.0,13276.0,0.5014702555982811,inf,13276.0,1.0,0,1.0,1,54,0.0,54,0,52,52,4,1,0,0.5751014884979703,147.33333333333334,10,21.5,16,850.0,0.4248985115020298,5.0,4.3,4.0,51.3,4.663636363636363,0.17595238095238094,246.33333333333334,2,3,2,2,1,1,1,3,3,1.9091397154105205,3.2623376863425624,2.818666041753016,0.674645952514623,1.0041549870064184,1.8041579444740743,0.30398397680690753,19.672519408781287,2.1802418831684163,2.9190644822805103,1.1564778046917765,19.716746819710586,5.417198138276742,4.5567748968281325,3.993391080004173,2.8991155140675375,156500
1322,20,0,0.0,6627,0,-1,1,0,0,2,0,8,1,0,0,1,3,6,1949,1950,1,0,0,0,1,0.0,5,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,5.0,720,0,0,720,0.0,0.0,1,0,2,1,5,4,10,0,-1,1,1955.0,2,1.0,287.0,5,3,3,0,0,0,0,0,0,0,0,-1,0,7,2008,0,0,0,0,0,1,3,1,0.0,1440.0,6914.0,8354.0,0.20827306913508825,inf,8354.0,1.0,1,1.0,1,62,1.0,61,1,59,58,0,1,0,0.0,143.5,10,0.0,12,0.0,0.0,5.0,0.0,3.0,42.0,3.8181818181818175,0.1086464463558171,180.0,0,0,0,0,1,0,0,1,1,2.2999867622670083,5.270067928062219,2.9056572223635637,4.734387284559724,0.3355394920092768,2.548507737000349,1.0566290299422665,19.92708335660943,2.187522673124176,4.1793707372403865,4.966060729329781,20.600420336193633,4.626475275226717,3.42654477647929,6.36066532353402,4.602295970375428,72500
1323,60,0,107.0,10186,0,-1,1,0,0,0,0,3,0,0,0,0,7,5,1992,1992,0,0,3,3,1,0.0,7,5,0,7,5,1,10.0,674.0,2.0,0.0,76.0,750.0,0,10,1,5.0,1061,862,0,1923,1.0,0.0,2,1,3,1,7,8,10,1,0,0,1992.0,3,2.0,564.0,5,5,3,240,39,0,0,0,0,0,0,-1,0,6,2010,0,0,279,279,0,1,2,1,95.196261682243,4596.0,10750.0,15346.0,0.42753488372093024,inf,15346.0,1.0,0,2.0,1,19,0.0,19,0,18,18,3,5,0,0.8986666666666666,188.0,12,25.0,16,674.0,0.10133333333333333,6.0,5.0,4.0,60.0,5.454545454545454,0.1887885332809739,240.375,2,2,2,1,0,2,3,3,2,2.644913745530325,1.6752392881229783,0.9793291191814542,3.181798219804405,1.5926151215958846,1.199825269578066,0.30568826140960975,19.44079994798026,2.530405637525003,0.4815239070130365,3.0916083440710724,19.686944131956547,5.21302170154672,3.4425422623305613,0.8280137398236974,2.6953184344092675,190000
1324,30,0,50.0,5330,0,-1,0,3,0,0,0,8,0,0,0,1,4,7,1940,1950,1,0,0,0,1,0.0,3,5,1,5,5,1,1.0,280.0,2.0,0.0,140.0,420.0,0,7,1,5.0,708,0,0,708,0.0,0.0,1,0,2,1,3,5,10,0,-1,3,0.0,0,0.0,0.0,0,0,3,164,0,0,0,0,0,0,0,-1,0,12,2009,0,0,164,164,0,6,0,0,106.6,1836.0,5330.0,7166.0,0.3444652908067542,inf,7166.0,1.0,0,1.0,1,71,1.0,61,10,69,59,0,1,0,0.6666666666666666,0.0,8,14.0,0,280.0,0.3333333333333333,4.0,2.8,0.0,42.8,3.89090909090909,0.13283302063789867,141.6,1,0,0,0,1,3,0,0,1,1.5444770685839573,4.872990056496877,2.487468935313579,4.085688718561554,1.102391046623682,3.8478392788557243,2.3859069023742823,20.21356019551401,2.198205589118354,4.418570299631811,5.027228900057546,20.73168819279569,5.130165629097462,3.8950016349463885,6.996567151823607,5.177648968413187,82500
1325,20,0,75.0,9986,0,-1,0,0,0,0,0,5,0,0,0,1,8,5,2006,2007,0,0,0,0,0,428.0,7,5,0,10,5,3,2.0,0.0,2.0,0.0,1795.0,1795.0,0,10,1,5.0,1795,0,0,1795,0.0,0.0,2,0,2,1,7,7,10,1,1,0,2007.0,3,3.0,895.0,5,5,3,0,49,0,0,0,0,0,0,-1,0,2,2007,1,2,49,49,0,0,0,0,133.14666666666668,5385.0,10881.0,16266.0,0.4948993658671078,inf,16266.0,1.0,0,1.0,1,5,1.0,4,1,1,0,0,0,2,0.0,223.75,12,22.0,16,0.0,1.0,6.0,4.4,4.0,60.4,5.490909090909091,0.17975165231323853,256.42857142857144,1,3,1,2,0,2,0,3,2,3.1511762826011624,3.373558673489209,3.7757825176781825,0.6133278568206939,3.11465896942697,0.8213090964573181,1.8225385398404186,19.534484356534826,4.2094433156595885,3.8671612104190105,1.4597595896461282,19.54575938489102,5.48407588672486,3.9642016613585644,1.0885156483030909,2.7637923956224237,147000
1326,30,1,40.0,3636,0,-1,0,0,0,0,0,13,0,0,0,1,4,4,1922,1950,0,0,4,2,1,0.0,5,5,2,5,3,1,2.0,0.0,2.0,0.0,796.0,796.0,0,3,0,5.0,796,0,0,796,0.0,0.0,1,0,2,1,5,5,10,0,-1,3,0.0,0,0.0,0.0,0,0,2,0,0,100,0,0,0,0,3,-1,0,1,2008,0,0,100,100,0,0,0,0,90.9,2388.0,3636.0,6024.0,0.6567656765676567,inf,6024.0,1.0,0,1.0,1,89,1.0,61,28,86,58,4,2,0,0.0,0.0,10,13.0,0,0.0,1.0,5.0,2.6,0.0,38.6,3.5090909090909093,0.21892189218921893,159.2,1,0,0,0,1,3,0,0,1,0.8428559981495986,4.431981885846199,2.2256084443003328,3.348511816072959,1.1869402010893055,3.922078822277702,2.4403846394655586,20.426689993102105,1.9212657108836972,4.1744368461208365,4.510622380417216,20.79372975914674,4.890952270987052,3.8727526164741115,6.523378947676001,5.131412779504773,55000
1327,30,4,70.0,4270,0,-1,0,1,0,0,1,15,0,0,0,1,3,6,1931,2006,0,0,1,1,1,0.0,5,5,2,5,5,1,5.5,544.0,2.0,0.0,0.0,544.0,0,10,1,5.0,774,0,0,774,0.0,0.0,1,0,3,1,7,6,10,0,-1,3,0.0,0,0.0,0.0,0,0,3,0,0,286,0,0,0,0,0,-1,0,5,2007,0,0,286,286,0,2,0,2,61.0,2092.0,4270.0,6362.0,0.4899297423887588,inf,6362.0,1.0,0,1.0,1,80,1.0,5,75,76,1,1,2,0,1.0,0.0,10,18.5,0,544.0,0.0,5.0,3.7,0.0,49.7,4.5181818181818185,0.1812646370023419,129.0,1,0,0,0,1,3,3,0,1,1.1962409678202413,4.6322496663201935,2.307793003585461,3.7420401874764346,1.1513387004341447,3.893072188016719,2.4179062175616273,20.3469195136955,2.0317111132545387,4.272575736870096,4.7839139240359,20.78975714052265,5.215904164051362,3.7064433891757336,5.714746044993921,5.024073428436681,79000
1328,20,0,60.0,6600,0,-1,0,0,0,0,0,4,0,0,0,1,5,9,1982,2008,0,0,0,0,1,0.0,7,7,1,5,5,1,5.0,641.0,2.0,0.0,175.0,816.0,0,10,1,5.0,816,0,0,816,0.0,1.0,1,0,3,1,7,5,10,1,3,0,1982.0,2,1.0,264.0,5,5,3,0,0,0,0,0,0,0,3,-1,0,10,2008,0,0,0,0,0,0,0,0,110.0,2448.0,6864.0,9312.0,0.3566433566433567,inf,9312.0,1.0,0,1.0,1,29,1.0,3,26,26,0,0,1,0,0.7855392156862745,132.0,14,18.0,14,641.0,0.21446078431372548,7.0,3.6,3.5,61.1,5.554545454545455,0.12363636363636364,163.2,0,0,0,0,2,3,3,1,3,0.7685790180925837,4.378675543773922,2.198935195773587,3.2697584032951035,0.2541776337381169,2.647106228944984,1.1591767023351147,19.93713212852925,0.9024814400128834,3.470661023202132,3.683344545746731,20.298286415292875,6.892886390284848,5.710404561669486,4.908945340449971,4.645558516540807,130500
1329,50,1,60.0,10440,0,0,0,0,0,2,0,7,0,0,0,2,6,7,1920,1950,0,0,4,5,1,0.0,7,7,2,7,5,1,1.0,493.0,2.0,0.0,1017.0,1510.0,1,10,1,5.0,1584,1208,0,2792,0.0,0.0,2,0,5,1,5,8,5,2,0,1,1920.0,2,2.0,520.0,3,5,3,0,547,0,0,480,0,0,3,0,1150,6,2008,0,0,1027,1027,1,0,4,0,174.0,7094.0,10960.0,18054.0,0.6472627737226277,inf,18054.0,1.0,0,1.5,1,91,1.0,61,30,88,58,2,2,0,0.3264900662251656,173.33333333333337,14,16.0,12,493.0,0.6735099337748345,7.0,3.2,3.0,53.2,4.836363636363637,0.2674329501915709,349.0,2,1,2,1,2,3,3,1,3,4.83537800446104,1.2264188125242113,3.714540902524754,3.5530008416625214,1.3985825350702747,1.3644918263428052,0.1643817141310661,19.40861986363382,4.756739603649148,2.584739800978472,3.5251582073888423,19.624348488103834,6.878152707925068,6.003296062162646,5.768528910593317,5.213997992900597,256000
1330,60,0,63.0,9084,0,-1,1,0,0,0,0,17,0,0,0,0,7,5,1998,1998,1,0,0,0,1,0.0,5,5,0,7,5,1,2.0,0.0,2.0,0.0,935.0,935.0,0,7,1,5.0,955,677,0,1632,0.0,0.0,2,1,3,1,5,8,10,1,0,0,1998.0,5,2.0,462.0,5,5,3,0,28,0,0,0,0,0,0,-1,0,6,2006,0,0,28,28,0,1,2,1,144.19047619047618,4199.0,9546.0,13745.0,0.4398701026608003,inf,13745.0,1.0,0,2.0,1,13,0.0,13,0,8,8,0,5,0,0.0,154.0,10,17.0,20,0.0,1.0,5.0,3.4,5.0,53.4,4.854545454545455,0.17965653896961692,204.0,1,2,2,1,1,3,0,2,3,1.9392170495961796,2.168243832355866,0.5134404406360675,2.8053958924238174,1.103904262813016,1.6818545916693755,0.19059758296516954,19.58382945743014,1.687904750313063,0.9857249922245511,2.8261444061657066,19.794768325418538,4.523590756220075,2.8719309775764756,2.935453377778034,1.8026528726150557,176500
1331,20,0,85.0,10000,0,-1,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,1,0,0,0,2,410.0,7,5,0,7,7,3,2.0,0.0,2.0,0.0,1588.0,1588.0,0,10,1,5.0,1588,0,0,1588,0.0,0.0,2,0,3,1,7,7,10,1,1,0,2006.0,3,3.0,825.0,5,5,3,144,45,0,0,0,0,0,0,-1,0,12,2007,0,0,189,189,0,0,0,0,117.64705882352942,4764.0,10825.0,15589.0,0.4400923787528868,inf,15589.0,1.0,0,1.0,1,5,0.0,5,0,1,1,0,3,0,0.0,206.25,12,21.0,16,0.0,1.0,6.0,4.2,4.0,60.2,5.4727272727272736,0.1588,226.85714285714286,2,3,1,2,0,3,0,3,2,2.3392144568608675,3.247324182234965,3.127491604554014,0.2718517317247219,2.791187431906322,0.6689957982019259,1.498305563057695,19.50820720788365,3.3827142903479643,3.32828588840018,1.0037978953409992,19.532198701211673,5.449109598038651,3.9374261840637526,1.1525839668186493,2.733337269144269,227000
1332,80,0,55.0,10780,0,-1,1,0,0,0,0,0,0,0,0,5,5,5,1976,1976,0,0,1,1,1,0.0,5,5,1,5,5,3,5.0,483.0,2.0,0.0,428.0,911.0,0,7,1,5.0,954,0,0,954,0.0,0.0,1,0,3,1,5,6,10,0,-1,1,1976.0,2,2.0,576.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,7,2006,0,0,0,0,0,1,2,1,196.0,2819.0,11356.0,14175.0,0.2482388164846777,inf,14175.0,1.0,0,1.3,1,35,0.0,35,0,30,30,1,1,0,0.5301866081229418,192.0,10,20.0,14,483.0,0.4698133918770582,5.0,4.0,3.5,49.5,4.5,0.08849721706864563,159.0,0,0,2,0,1,3,3,1,1,0.3003418817142536,4.0484781097492695,2.0692150029097243,2.779336443765375,1.661614695570682,1.113823991885623,0.3881419472196183,19.3658539125313,1.2092672073510378,2.9501987250555355,2.7294268794799965,19.64964031676051,3.829065168128711,0.9859146721343337,3.704742561935764,2.7474101572068825,132500
1333,20,0,67.0,8877,0,-1,0,0,0,0,1,15,0,0,0,1,4,6,1938,1958,0,0,1,1,1,0.0,5,5,1,5,5,2,5.0,690.0,2.0,0.0,126.0,816.0,0,10,1,5.0,816,0,0,816,1.0,0.0,1,0,2,1,5,3,10,1,1,1,1958.0,2,1.0,288.0,3,3,3,0,0,0,0,0,0,0,0,-1,0,5,2009,0,0,0,0,0,0,0,2,132.49253731343285,2448.0,9165.0,11613.0,0.26710310965630113,inf,11613.0,1.0,0,1.0,1,73,1.0,53,20,71,51,1,1,0,0.8455882352941176,144.0,10,19.0,10,690.0,0.15441176470588236,5.0,3.8,2.5,52.3,4.754545454545454,0.0919229469415343,272.0,0,0,0,0,1,3,3,1,3,0.7685790180925837,4.378675543773922,2.198935195773587,3.2697584032951035,0.307631954531833,2.437986358537691,0.9972297318556237,19.6420367481411,0.8367270033299241,3.3991437398918487,3.5898099537440493,20.008518223550574,4.487511020365013,2.9469988670926854,4.028343060124657,2.3060750065430122,100000
1334,50,1,60.0,7200,0,-1,0,0,0,2,0,13,0,0,0,2,5,6,1938,1995,0,0,2,5,1,0.0,5,5,1,5,5,1,2.0,0.0,2.0,0.0,803.0,803.0,0,10,1,5.0,803,557,0,1360,0.0,0.0,1,1,2,1,7,6,10,0,-1,1,1951.0,2,1.0,297.0,5,5,3,0,65,190,0,0,0,0,3,-1,0,7,2006,0,0,255,255,0,0,4,0,120.0,3523.0,7497.0,11020.0,0.46992130185407505,inf,11020.0,1.0,0,1.5,1,73,1.0,16,57,68,11,5,1,0,0.0,148.5,10,15.0,14,0.0,1.0,5.0,3.0,3.5,54.5,4.954545454545454,0.18888888888888888,226.66666666666666,2,2,0,0,1,3,0,1,1,1.5486425919642526,2.940045186178435,0.5363362842525322,3.1639083189919077,0.3469773387531632,2.4763116421812827,0.9907747189419013,19.85184520196833,1.1574172736978965,2.012033575570605,3.4756304858194422,20.14004936840279,4.283305893864131,1.8590944746411953,3.46804038303579,3.166484409186943,125500
1335,160,1,24.0,2368,0,-1,0,0,0,0,0,22,0,0,3,0,5,6,1970,1970,0,0,3,3,1,312.0,5,5,1,5,5,1,1.0,765.0,2.0,0.0,0.0,765.0,0,5,1,5.0,765,600,0,1365,0.0,0.0,1,1,3,1,5,7,8,0,-1,0,1970.0,2,2.0,440.0,5,5,3,0,36,0,0,0,0,0,0,-1,0,5,2009,0,0,36,36,0,0,0,0,98.66666666666669,3495.0,2808.0,6303.0,1.2446581196581197,inf,6303.0,1.0,0,2.0,1,41,0.0,41,0,39,39,3,1,0,1.0,146.66666666666666,10,14.0,14,765.0,0.0,5.0,2.8,3.5,45.3,4.118181818181818,0.5764358108108109,195.0,1,2,2,0,1,3,3,1,1,1.6877213004736291,2.9646229491295157,0.49401060568700633,3.318289620525245,1.2264949455085261,2.2724214522694584,0.9269286562733969,20.437329595718193,1.5153609028443766,1.9932261197779095,3.5500899789399383,20.740642127012446,3.898286180475835,1.7993593363992355,4.705328294957788,3.1331783485457674,125000
1336,20,0,80.0,9650,0,-1,0,0,0,0,0,6,0,0,0,1,6,5,1977,1977,0,0,6,4,0,360.0,5,5,1,7,5,1,5.0,686.0,2.0,0.0,664.0,1350.0,0,5,1,5.0,1334,0,0,1334,0.0,1.0,2,0,2,1,5,6,10,1,0,0,1977.0,3,2.0,630.0,5,5,3,0,16,0,0,0,0,0,0,-1,0,4,2009,0,0,16,16,0,0,0,0,120.625,4018.0,10280.0,14298.0,0.3908560311284047,inf,14298.0,1.0,0,1.0,1,34,0.0,34,0,32,32,6,4,0,0.5081481481481481,210.0,10,20.0,16,686.0,0.4918518518518519,5.0,4.0,4.0,50.0,4.545454545454546,0.1382383419689119,222.33333333333334,1,3,2,2,1,3,3,3,3,1.376114614963469,3.3707783141419467,2.491138758897008,1.2172519450194925,1.8864648551052905,0.9964969307195729,0.5925960355384104,19.51272753898202,2.0847492372717102,2.792443350596791,1.2032946899997166,19.597340094193545,4.123537255516894,2.353149534302005,3.353607735109329,1.4803370607793622,167900
1337,90,0,87.0,9246,0,-1,1,0,0,0,0,6,1,0,2,1,5,5,1973,1973,0,0,6,4,0,564.0,5,5,1,5,5,1,2.0,0.0,2.0,0.0,1656.0,1656.0,0,5,1,5.0,1656,0,0,1656,0.0,0.0,2,0,4,2,5,8,10,0,-1,1,1973.0,2,2.0,506.0,5,5,3,0,211,0,0,0,0,0,0,-1,0,11,2008,0,0,211,211,0,1,2,1,106.27586206896551,4968.0,9752.0,14720.0,0.5094339622641509,inf,14720.0,1.0,1,1.0,1,38,0.0,38,0,35,35,6,4,0,0.0,168.66666666666666,10,15.0,14,0.0,1.0,5.0,3.0,3.5,46.5,4.227272727272728,0.1791044776119403,207.0,1,3,2,2,1,3,0,1,1,2.6056674399902042,3.266923651308815,3.3323384015244724,0.16222774433256723,1.309041929374349,1.4922641525066982,0.017712577691800013,19.56046062520288,2.915187704030008,3.1783553786352354,0.7067207367242181,19.57647662095893,3.726967805488074,1.2672300009188573,4.267830312333361,2.906740587208113,135000
1338,30,1,153.0,4118,0,0,1,1,0,2,1,7,1,0,0,1,4,4,1941,1950,0,0,2,5,1,0.0,5,5,1,5,5,1,2.0,0.0,2.0,0.0,693.0,693.0,2,3,0,3.0,693,0,0,693,0.0,0.0,1,0,2,1,3,4,10,0,-1,3,0.0,0,0.0,0.0,0,0,2,0,20,0,0,0,0,0,0,-1,0,3,2006,0,0,20,20,1,3,3,2,26.91503267973856,2079.0,4118.0,6197.0,0.5048567265662943,inf,6197.0,1.0,1,1.0,1,70,1.0,61,9,65,56,5,1,0,0.0,0.0,10,15.0,0,0.0,1.0,5.0,3.0,0.0,35.0,3.1818181818181817,0.1682855755220981,173.25,1,0,0,0,1,3,0,0,0,1.234380465440481,4.7178496167697075,2.399581763316799,3.7541500113464354,1.1594658697384026,3.899895121392528,2.4230713441952374,20.36604385664895,2.0724655338107167,4.348551903753753,4.800391847118677,20.81306309887836,3.6240509212352725,5.550632305674775,7.853664897939186,6.49773945793143,52500
1339,60,0,95.0,13450,0,-1,1,0,0,2,0,0,0,0,0,0,7,5,2002,2002,0,0,0,0,1,0.0,7,5,0,7,5,1,10.0,700.0,2.0,0.0,216.0,916.0,0,10,1,5.0,920,941,0,1861,1.0,0.0,2,1,3,1,7,8,10,0,-1,2,2002.0,3,2.0,492.0,5,5,3,146,91,0,0,0,0,0,0,-1,0,6,2006,0,0,237,237,0,1,3,1,141.57894736842104,4638.0,13942.0,18580.0,0.33266389327212736,inf,18580.0,1.0,0,2.0,1,9,0.0,9,0,4,4,0,5,0,0.7641921397379913,164.0,12,25.0,16,700.0,0.23580786026200876,6.0,5.0,4.0,59.0,5.363636363636363,0.138364312267658,232.625,2,2,2,1,0,2,3,3,2,2.707347136222947,1.6966429978032167,0.9177547784900008,3.2749968347613714,1.412969337121942,1.3769102633451022,0.527169309682503,19.02814083439421,2.5355602444469727,0.5503179933422161,3.228085586633971,19.293179129822683,5.116284721612833,2.9447517885353953,1.8119462711938026,3.584923665595884,200000
1340,20,0,120.0,9560,0,-1,1,0,0,2,0,0,0,0,0,1,5,7,1972,1972,1,0,1,1,1,0.0,5,7,1,5,5,2,5.5,360.0,2.0,0.0,504.0,864.0,0,10,1,5.0,864,0,0,864,0.0,0.0,1,0,3,1,5,5,10,0,-1,0,1972.0,3,1.0,288.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,6,2006,0,0,0,0,0,1,3,1,79.66666666666667,2592.0,9848.0,12440.0,0.26320064987814784,inf,12440.0,1.0,0,1.0,1,39,0.0,39,0,34,34,1,1,0,0.4166666666666667,144.0,12,19.5,16,360.0,0.5833333333333334,6.0,3.9,4.0,55.9,5.081818181818182,0.09037656903765691,172.8,0,0,0,0,2,3,3,3,1,0.5951245296045732,4.253977864881745,2.1454129841459118,3.08076845914324,0.34725551822371215,2.4114715483112805,0.9962174616802666,19.555595817512412,0.7422943283808928,3.30454970607416,3.4130641902274697,19.888871984666853,4.669254344496263,2.1933999334820355,3.486006680874573,3.305026258299237,128500
1341,20,0,70.0,8294,0,-1,0,0,0,0,0,11,0,0,0,1,4,5,1971,1971,0,0,1,1,1,0.0,5,5,1,5,5,1,2.0,0.0,2.0,0.0,858.0,858.0,0,5,1,5.0,872,0,0,872,0.0,0.0,1,0,3,1,5,5,10,0,-1,1,1974.0,2,4.0,480.0,5,5,3,0,0,0,0,0,0,0,5,-1,0,6,2007,0,0,0,0,0,0,0,0,118.48571428571428,2602.0,8774.0,11376.0,0.29655801230909506,inf,11376.0,1.0,0,1.0,1,40,0.0,40,0,36,36,1,1,0,0.0,96.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,45.5,4.136363636363637,0.10513624306727755,174.4,0,0,2,0,1,3,0,1,1,0.5718766623053012,4.239387821719325,2.1343068544634267,3.0663490960790702,1.179854255226305,1.6574508330982969,0.16617331071667055,19.682568725229093,0.8783998533200039,3.1105599973270937,3.1142183583124337,20.011067890095077,3.7703480269605345,1.4963367932095184,4.605846076142797,3.1220930974176526,123000
