MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterCond,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,Neighborhood_mapped,rare_Exterior1st,rare_Exterior2nd,rare_Alley,rare_Condition1,rare_SaleType,rare_RoofStyle,rare_LotShape,rare_LandContour,rare_LandSlope,rare_Foundation,MasExist,AirCon,Electrical_SBrkr,Functional_Typ,GarageType_InHome,PavedDrive1,HasFence,MiscFeature1,SaleType_New_House,SaleCon_Normal,HasPool,Has2ndFloor,HasFireplace,total_Utility_Count,SqFtPerRoom,Total_Home_Quality,Product_Home_Quality,Total_Bathrooms,TotalSF,TotalPorchSF,YearBlRm,TotalExtQual,ProductExtQual,TotalBsmQual_And_Fin,TotalBsmQual,ProductBsmQual,TotalBsmFin,TotalGrgQual,ProductGrgQual,TotalQual,QualGr,QualPorch,QualExt,QualGrg,QlLivArea,QualSFNg,ProBsmQualPerTotFin,Age_YrBuilt,Age_YrRmd,Diff_YrRmd_YrBlt,Age_GarageYrBlt,Diff_GarYBlt_YrBlt,LivLotRatio,Spaciousness,GrArea+Basement,YrRemod*Basement,Count_OutSideSF,Rat_Out_Count,total_Area,Count_Areas,Rat_Areas_Count,total_Floors,Count_Floors,Rat_Floors_Count,Tot_Bsmt_per_Fin,OverallCond_Price_grade,space_Cluster,Areas_Cluster,Floors_Cluster,OutsideSF_Cluster,OverAll_QC_Cluster,YrBlt_Cluster,SalePrice,Predicted,is_train
60,RL,66.2,8174,Gilbert,1Fam,2Story,7,5,2003.0,2003.0,None,0.0,3,3,No,6,494.0,1,0.0,204.0,698.0,698,644,0,1342,1.0,0.0,2,1,3,1,7,1,3,Attchd,2003.0,Fin,2.0,393.0,3,Y,100,56,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,122.0,12,35,3.5,1836.0,156,4006.0,7,12,14,7,12,7,6,9,43,57706,1092,0.0,2358.0,57706,288530,1.7142857142857142,6.0,6.0,0.0,6.0,0.0,0.16417910447761194,191.71428571428572,2040.0,1398094.0,2,78.0,10607.0,4,2651.75,1342,2,671.0,99.71428571428571,2,3,9,9,0,1,1,173169.07567819097,173169.07567819097,No
60,RL,82.4,12891,Gilbert,1Fam,2Story,8,5,2002.0,2002.0,None,118.0,3,3,No,6,651.0,1,0.0,219.0,870.0,878,1126,0,2004,1.0,0.0,2,1,4,1,8,1,4,BuiltIn,2002.0,Fin,3.0,644.0,3,Y,0,48,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,167.0,13,40,3.5,2655.0,48,4004.0,7,12,15,8,15,7,6,9,45,90180,336,826.0,3864.0,90180,450900,2.142857142857143,7.0,7.0,0.0,7.0,0.0,0.1554572957877589,250.5,2874.0,1741740.0,1,48.0,16527.0,5,3305.4,2004,2,1002.0,124.28571428571429,2,7,0,3,6,5,1,236554.46183512453,236554.46183512453,No
80,RL,61.0,9734,Gilbert,1Fam,SLvl,7,5,2004.0,2004.0,None,0.0,3,3,Mn,6,241.0,3,113.0,30.0,384.0,744,630,0,1374,0.0,0.0,2,1,3,1,7,0,0,BuiltIn,2004.0,Fin,2.0,400.0,3,Y,0,0,0,0,0,0,0,5,VinylSd,VinylSd,None,RARE,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,0,7,124.9090909090909,12,35,2.5,1728.0,0,4008.0,7,12,16,7,12,9,6,9,45,61830,0,0.0,2400.0,61830,309150,1.3333333333333333,5.0,5.0,0.0,5.0,0.0,0.14115471543044997,196.28571428571428,1758.0,769536.0,0,0.0,11892.0,4,2973.0,1374,2,687.0,42.666666666666664,2,3,9,9,6,1,1,163268.9818545053,163268.9818545053,No
60,RL,42.0,8433,Gilbert,1Fam,2Story,6,5,2000.0,2000.0,None,0.0,3,3,No,6,683.0,1,0.0,111.0,794.0,819,695,0,1514,1.0,0.0,2,1,3,1,7,1,3,Attchd,2000.0,Fin,2.0,394.0,3,Y,0,72,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,137.63636363636363,11,30,3.5,2197.0,72,4000.0,6,9,14,7,12,7,6,9,40,60560,432,0.0,2364.0,60560,302800,1.7142857142857142,9.0,9.0,0.0,9.0,0.0,0.17953278785722757,216.28571428571428,2308.0,1588000.0,1,72.0,11135.0,4,2783.75,1514,2,757.0,113.42857142857143,2,7,9,3,6,9,1,174317.1310083508,174317.1310083508,No
80,RL,62.0,7750,Gilbert,1Fam,SLvl,7,5,1999.0,2000.0,None,0.0,3,3,No,1,0.0,1,0.0,384.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,7,1,3,BuiltIn,1999.0,RFn,2.0,400.0,3,Y,0,0,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,130.0,12,35,2.5,1430.0,0,3999.0,6,9,9,7,12,2,6,9,36,51480,0,0.0,2400.0,51480,257400,6.0,10.0,9.0,1.0,10.0,0.0,0.18451612903225806,204.28571428571428,1814.0,768000.0,0,0.0,9964.0,4,2491.0,1430,2,715.0,192.0,2,3,9,9,6,1,1,159104.63390754463,159104.63390754463,No
60,RL,77.8,15896,Gilbert,1Fam,2Story,7,5,1999.0,1999.0,BrkFace,210.0,3,3,No,5,913.0,1,0.0,264.0,1177.0,1223,1089,0,2312,1.0,0.0,2,1,4,1,8,1,3,BuiltIn,1999.0,Fin,3.0,658.0,3,Y,298,0,0,0,0,0,0,5,VinylSd,VinylSd,None,RARE,WD,Gable,RARE,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,192.66666666666666,12,35,3.5,3225.0,298,3998.0,7,12,13,7,12,6,6,9,42,97104,2086,1470.0,3948.0,97104,485520,2.0,10.0,10.0,0.0,10.0,0.0,0.14544539506794163,289.0,3489.0,2352823.0,1,298.0,20253.0,5,4050.6,2312,2,1156.0,196.16666666666666,2,0,0,5,0,1,1,251080.47363186933,251080.47363186933,No
80,RL,64.0,7848,Gilbert,1Fam,SLvl,7,6,1999.0,1999.0,None,0.0,3,3,No,1,0.0,1,0.0,384.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,7,1,3,BuiltIn,1999.0,Fin,2.0,410.0,3,Y,0,0,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,130.0,13,42,2.5,1430.0,0,3998.0,6,9,8,6,9,2,6,9,35,50050,0,0.0,2460.0,50050,250250,4.5,10.0,10.0,0.0,10.0,0.0,0.18221202854230378,204.28571428571428,1814.0,767616.0,0,0.0,10072.0,4,2518.0,1430,2,715.0,192.0,3,3,9,9,6,0,1,161912.556509921,161912.556509921,No
60,RL,106.0,12720,NoRidge,1Fam,2Story,8,5,2000.0,2000.0,BrkFace,150.0,3,3,Mn,6,1173.0,1,0.0,282.0,1455.0,1466,1221,0,2687,1.0,0.0,2,1,4,1,10,2,3,BuiltIn,2000.0,RFn,3.0,810.0,3,Y,252,30,0,0,0,0,0,10,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,191.92857142857142,13,40,3.5,3860.0,282,4000.0,7,12,14,7,12,7,6,9,44,118228,1974,1050.0,4860.0,118228,1182280,1.7142857142857142,9.0,9.0,0.0,9.0,0.0,0.21124213836477987,268.7,4142.0,2910000.0,2,141.0,17822.0,5,3564.4,2687,2,1343.5,207.85714285714286,2,0,0,5,0,1,1,327929.74274289707,327929.74274289707,No
20,RL,89.0,10750,NoRidge,1Fam,1Story,8,5,1994.0,1995.0,BrkFace,634.0,3,3,Av,4,236.0,6,1526.0,262.0,2024.0,2063,0,0,2063,1.0,0.0,2,0,3,1,7,2,4,Attchd,1994.0,Fin,3.0,815.0,3,Y,182,56,0,0,0,0,0,10,Wd Sdng,Wd Sdng,None,Norm,WD,Hip,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,1,7,206.3,13,40,3.0,3825.0,238,3989.0,7,12,17,7,12,10,6,9,47,96961,1666,4438.0,4890.0,96961,969610,1.2,15.0,14.0,1.0,15.0,0.0,0.19190697674418605,294.7142857142857,4087.0,4037880.0,2,119.0,16286.0,5,3257.2,2063,1,2063.0,202.4,2,5,5,2,0,1,1,288070.3493396429,288070.3493396429,No
60,RL,79.0,9085,NoRidge,1Fam,2Story,7,5,1995.0,1996.0,BrkFace,286.0,3,3,No,6,816.0,1,0.0,254.0,1070.0,1094,967,0,2061,1.0,0.0,2,1,3,1,7,1,3,Attchd,1995.0,Fin,2.0,647.0,3,Y,296,102,209,0,0,0,0,10,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,187.36363636363637,12,35,3.5,2877.0,607,3991.0,7,12,14,7,12,7,6,9,43,88623,4249,2002.0,3882.0,88623,886230,1.7142857142857142,14.0,13.0,1.0,14.0,0.0,0.22685745734727572,294.42857142857144,3131.0,2135720.0,3,202.33333333333334,13149.0,5,2629.8,2061,2,1030.5,152.85714285714286,2,7,0,3,3,1,1,240439.86460264833,240439.86460264833,No
60,RL,74.0,11692,NoRidge,1Fam,2Story,8,5,1993.0,1994.0,BrkFace,372.0,3,3,No,6,624.0,1,0.0,549.0,1173.0,1215,1017,0,2232,1.0,0.0,2,1,3,1,8,1,3,Attchd,1993.0,RFn,2.0,623.0,3,Y,173,165,0,0,0,0,0,10,HdBoard,HdBoard,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,186.0,13,40,3.5,2856.0,338,3987.0,7,12,14,7,12,7,6,9,44,98208,2366,2604.0,3738.0,98208,982080,1.7142857142857142,16.0,15.0,1.0,16.0,0.0,0.19089976052001367,279.0,3405.0,2338962.0,2,169.0,16092.0,5,3218.4,2232,2,1116.0,167.57142857142858,2,0,0,5,5,1,1,262395.37856670126,262395.37856670126,No
20,RL,86.0,11194,Somerst,1Fam,1Story,8,5,2008.0,2008.0,Stone,240.0,3,3,Mn,1,0.0,1,0.0,1696.0,1696.0,1696,0,0,1696,0.0,0.0,2,0,3,1,7,0,0,Attchd,2008.0,RFn,3.0,972.0,3,Y,120,56,0,0,0,0,0,7,VinylSd,VinylSd,None,RARE,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,0,7,169.6,13,40,2.0,1696.0,176,4016.0,7,12,9,7,12,2,6,9,39,66144,1232,1680.0,5832.0,66144,463008,6.0,1.0,1.0,0.0,1.0,0.0,0.15150973735929962,242.28571428571428,3392.0,3405568.0,2,88.0,15798.0,5,3159.6,1696,1,1696.0,848.0,2,1,7,4,0,1,1,231187.3982893855,231187.3982893855,No
20,RL,78.0,10206,Somerst,1Fam,1Story,8,5,2008.0,2008.0,BrkFace,294.0,3,3,No,1,0.0,1,0.0,1614.0,1614.0,1658,0,0,1658,0.0,0.0,2,1,3,1,7,1,4,Attchd,2008.0,Fin,3.0,726.0,3,Y,144,44,0,0,0,0,0,7,VinylSd,VinylSd,None,RARE,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,1,7,150.72727272727272,13,40,2.5,1658.0,188,4016.0,7,12,9,7,12,2,6,9,39,64662,1316,2058.0,4356.0,64662,452634,6.0,1.0,1.0,0.0,1.0,0.0,0.16245345874975506,236.85714285714286,3272.0,3240912.0,2,94.0,14498.0,5,2899.6,1658,1,1658.0,807.0,2,1,7,4,0,1,1,233621.5243369802,233621.5243369802,No
20,RL,85.0,10130,Somerst,1Fam,1Story,8,5,2007.0,2007.0,Stone,260.0,3,3,Av,6,1294.0,1,0.0,408.0,1702.0,1702,0,0,1702,1.0,0.0,2,0,3,1,7,1,4,Attchd,2007.0,RFn,3.0,844.0,3,Y,0,69,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,1,7,170.2,13,40,3.0,2996.0,69,4014.0,7,12,14,7,12,7,6,9,44,74888,483,1820.0,5064.0,74888,524216,1.7142857142857142,2.0,2.0,0.0,2.0,0.0,0.1680157946692991,243.14285714285714,3404.0,3415914.0,1,69.0,14638.0,5,2927.6,1702,1,1702.0,243.14285714285714,2,1,7,4,6,1,1,269851.20530472905,269851.20530472905,No
20,RL,76.0,9139,Somerst,1Fam,1Story,8,5,2006.0,2006.0,Stone,206.0,3,3,Av,6,379.0,1,0.0,1043.0,1422.0,1432,0,0,1432,0.0,0.0,2,0,3,1,7,1,4,Attchd,2006.0,Fin,2.0,492.0,3,Y,297,50,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Hip,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,1,7,143.2,13,40,2.0,1811.0,347,4012.0,7,12,15,8,15,7,6,9,45,64440,2429,1442.0,2952.0,64440,451080,2.142857142857143,3.0,3.0,0.0,3.0,0.0,0.1566911040595251,204.57142857142858,2854.0,2852532.0,2,173.5,12691.0,5,2538.2,1432,1,1432.0,203.14285714285714,2,1,6,1,0,5,1,220733.8759149717,220733.8759149717,No
20,RL,85.0,11128,Somerst,1Fam,1Story,9,5,2005.0,2006.0,Stone,198.0,3,3,Gd,6,2158.0,1,0.0,300.0,2458.0,2490,0,0,2490,1.0,0.0,2,0,2,1,9,2,4,Attchd,2005.0,Fin,3.0,795.0,3,Y,70,226,0,0,0,0,0,7,VinylSd,VinylSd,None,RARE,WD,Hip,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,1,0,0,1,0,0,1,8,207.5,14,45,3.0,4648.0,296,4011.0,8,15,15,8,15,7,6,9,48,119520,2368,1584.0,4770.0,119520,836640,2.142857142857143,4.0,3.0,1.0,4.0,0.0,0.22375988497483826,276.6666666666667,4948.0,4930748.0,2,148.0,17069.0,5,3413.8,2490,1,2490.0,351.14285714285717,2,5,7,2,5,5,1,369782.7465051881,369782.7465051881,No
20,FV,90.0,7993,Somerst,1Fam,1Story,7,5,2008.0,2009.0,None,125.6,3,3,No,1,0.0,1,0.0,1436.0,1436.0,1436,0,0,1436,0.0,0.0,2,0,3,1,6,0,0,Attchd,2008.0,Fin,2.0,529.0,3,Y,0,121,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,New,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,1,1,0,0,0,7,159.55555555555554,12,35,2.0,1436.0,121,4017.0,7,12,10,8,15,2,6,9,39,56004,847,879.1999999999999,3174.0,56004,392028,7.5,1.0,0.0,1.0,1.0,0.0,0.1796572000500438,239.33333333333334,2872.0,2884924.0,1,121.0,11519.6,5,2303.92,1436,1,1436.0,718.0,2,1,6,1,5,1,1,207596.253919107,207596.253919107,No
20,FV,72.0,8640,Somerst,1Fam,1Story,7,5,2008.0,2008.0,None,0.0,3,3,No,1,0.0,1,0.0,1402.0,1402.0,1402,0,0,1402,0.0,0.0,2,0,3,1,7,0,0,Attchd,2008.0,RFn,2.0,625.0,3,Y,205,126,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Hip,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,0,0,6,140.2,12,35,2.0,1402.0,331,4016.0,7,12,9,7,12,2,6,9,38,53276,2317,0.0,3750.0,53276,372932,6.0,1.0,1.0,0.0,1.0,0.0,0.1622685185185185,200.28571428571428,2804.0,2815216.0,2,165.5,12069.0,4,3017.25,1402,1,1402.0,701.0,2,1,6,1,0,1,1,201068.8866718922,201068.8866718922,No
20,FV,112.0,12606,Somerst,1Fam,1Story,9,5,2007.0,2008.0,Stone,120.0,3,3,Av,1,0.0,1,0.0,1530.0,1530.0,1530,0,0,1530,0.0,0.0,2,0,3,1,7,1,4,Attchd,2008.0,RFn,3.0,984.0,3,Y,212,136,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,1,7,153.0,14,45,2.0,1530.0,348,4015.0,7,12,9,7,12,2,6,9,40,61200,2436,840.0,5904.0,61200,428400,6.0,2.0,1.0,1.0,1.0,1.0,0.1213707758210376,218.57142857142858,3060.0,3072240.0,2,174.0,16770.0,5,3354.0,1530,1,1530.0,765.0,2,1,7,4,5,5,1,257446.46540782723,257446.46540782723,No
20,FV,75.0,7500,Somerst,1Fam,1Story,8,5,2006.0,2007.0,Stone,238.0,3,3,No,6,24.0,1,0.0,1348.0,1372.0,1448,0,0,1448,0.0,0.0,2,0,2,1,6,1,4,Attchd,2006.0,RFn,2.0,692.0,3,Y,0,140,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,1,7,160.88888888888889,13,40,2.0,1472.0,140,4013.0,7,12,14,7,12,7,6,9,44,63712,980,1666.0,4152.0,63712,445984,1.7142857142857142,3.0,2.0,1.0,3.0,0.0,0.19306666666666666,241.33333333333334,2820.0,2753604.0,1,140.0,11250.0,5,2250.0,1448,1,1448.0,196.0,2,1,6,1,5,1,1,216934.08044784152,216934.08044784152,No
60,FV,84.0,10603,Somerst,1Fam,2Story,8,5,2006.0,2006.0,Stone,121.0,3,4,No,6,682.0,1,0.0,218.0,900.0,909,886,0,1795,1.0,0.0,2,1,3,1,8,1,4,Attchd,2006.0,Fin,3.0,782.0,3,Y,168,45,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Hip,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,149.58333333333334,13,40,3.5,2477.0,213,4012.0,7,12,16,9,20,7,6,9,46,82570,1491,847.0,4692.0,82570,577990,2.857142857142857,3.0,3.0,0.0,3.0,0.0,0.1692917098934264,224.375,2695.0,1805400.0,2,106.5,14201.0,5,2840.2,1795,2,897.5,128.57142857142858,2,7,0,3,0,5,1,252681.45300933003,252681.45300933003,No
20,FV,65.0,8125,Somerst,1Fam,1Story,8,5,2008.0,2009.0,BrkFace,288.0,3,3,No,1,0.0,1,0.0,1836.0,1836.0,1836,0,0,1836,0.0,0.0,2,0,3,1,8,1,4,Attchd,2009.0,Fin,2.0,517.0,3,Y,0,175,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,New,Hip,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,1,1,0,0,1,8,166.9090909090909,13,40,2.0,1836.0,175,4017.0,7,12,9,7,12,2,6,9,39,71604,1225,2016.0,3102.0,71604,501228,6.0,1.0,0.0,1.0,0.0,1.0,0.22596923076923076,229.5,3672.0,3688524.0,1,175.0,12602.0,5,2520.4,1836,1,1836.0,918.0,2,1,7,4,5,1,1,227711.00863156968,227711.00863156968,No
20,FV,85.0,10625,Somerst,1Fam,1Story,7,5,2006.0,2007.0,None,0.0,3,3,No,6,1430.0,1,0.0,222.0,1652.0,1662,0,0,1662,1.0,0.0,2,0,3,1,8,1,4,Attchd,2006.0,RFn,3.0,711.0,3,Y,168,120,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,0,1,6,151.0909090909091,12,35,3.0,3092.0,288,4013.0,7,12,14,7,12,7,6,9,44,73128,2016,0.0,4266.0,73128,511896,1.7142857142857142,3.0,2.0,1.0,3.0,0.0,0.1564235294117647,207.75,3314.0,3315564.0,2,144.0,14650.0,4,3662.5,1662,1,1662.0,236.0,2,1,7,4,5,1,1,255236.48827472312,255236.48827472312,No
20,FV,68.0,8736,Somerst,1Fam,1Story,7,5,2003.0,2004.0,None,0.0,3,3,No,6,771.0,5,360.0,422.0,1553.0,1553,0,0,1553,1.0,0.0,2,0,3,1,6,0,0,Attchd,2003.0,RFn,2.0,588.0,3,Y,192,88,0,0,0,0,0,7,VinylSd,Wd Shng,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,0,0,6,172.55555555555554,12,35,3.0,2684.0,280,4007.0,7,12,18,7,12,11,6,9,47,72991,1960,0.0,3528.0,72991,510937,1.0909090909090908,6.0,5.0,1.0,6.0,0.0,0.17777014652014653,258.8333333333333,3106.0,3112212.0,2,140.0,12430.0,4,3107.5,1553,1,1553.0,141.1818181818182,2,1,6,4,0,1,1,206436.75479096695,206436.75479096695,No
60,FV,65.0,8127,Somerst,1Fam,2Story,7,5,2003.0,2003.0,None,0.0,3,3,No,6,410.0,1,0.0,402.0,812.0,812,841,0,1653,1.0,0.0,2,1,3,1,6,0,0,Attchd,2003.0,RFn,2.0,628.0,3,Y,0,45,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,0,7,165.3,12,35,3.5,2063.0,45,4006.0,7,12,14,7,12,7,6,9,43,71079,315,0.0,3768.0,71079,497553,1.7142857142857142,6.0,6.0,0.0,6.0,0.0,0.20339608711701734,275.5,2465.0,1626436.0,1,45.0,11220.0,4,2805.0,1653,2,826.5,116.0,2,7,9,3,6,1,1,190125.21947510747,190125.21947510747,No
20,RL,80.0,9605,SawyerW,1Fam,1Story,7,6,2007.0,2007.0,None,0.0,3,3,No,1,0.0,1,0.0,1218.0,1218.0,1218,0,0,1218,0.0,0.0,1,1,3,1,6,0,0,Detchd,2007.0,RFn,2.0,576.0,3,Y,0,178,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,0,1,0,0,0,1,0,0,0,5,135.33333333333334,13,42,1.5,1218.0,178,4014.0,7,12,9,7,12,2,6,9,38,46284,1246,0.0,3456.0,46284,231420,6.0,2.0,2.0,0.0,2.0,0.0,0.12680895366996356,203.0,2436.0,2444526.0,1,178.0,12617.0,4,3154.25,1218,1,1218.0,609.0,3,4,6,1,5,1,1,180356.1117969631,180356.1117969631,No
20,RL,63.0,7500,SawyerW,1Fam,1Story,7,5,2006.0,2006.0,None,0.0,3,4,No,6,54.0,1,0.0,1087.0,1141.0,1141,0,0,1141,1.0,0.0,1,1,3,1,6,0,0,Detchd,2006.0,RFn,2.0,484.0,3,Y,182,0,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,0,1,0,0,0,1,0,0,0,5,126.77777777777777,12,35,2.5,1195.0,182,4012.0,7,12,15,8,16,7,6,9,44,50204,1274,0.0,2904.0,50204,251020,2.2857142857142856,3.0,3.0,0.0,3.0,0.0,0.15213333333333334,190.16666666666666,2282.0,2288846.0,1,182.0,10266.0,4,2566.5,1141,1,1141.0,163.0,2,4,6,1,0,5,1,168616.91604056171,168616.91604056171,No
20,RL,63.0,7500,SawyerW,1Fam,1Story,6,5,2004.0,2004.0,None,0.0,3,3,No,1,0.0,1,0.0,1158.0,1158.0,1158,0,0,1158,0.0,0.0,1,1,3,1,5,0,0,None,1995.6,None,0.0,0.0,0,Y,0,50,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,0,1,0,0,0,1,0,0,0,5,144.75,11,30,1.5,1158.0,50,4008.0,6,9,9,7,12,2,0,0,30,34740,300,0.0,0.0,34740,173700,6.0,5.0,5.0,0.0,13.400000000000091,-8.400000000000091,0.1544,231.6,2316.0,2320632.0,1,50.0,9816.0,3,3272.0,1158,1,1158.0,579.0,2,4,2,1,6,9,1,123771.61373026458,123771.61373026458,No
60,RL,96.0,10628,SawyerW,1Fam,2Story,7,5,2004.0,2004.0,None,0.0,3,3,Gd,1,0.0,1,0.0,835.0,835.0,871,941,0,1812,0.0,0.0,2,1,3,1,8,0,0,BuiltIn,2004.0,RFn,2.0,478.0,3,Y,146,91,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,0,7,151.0,12,35,2.5,1812.0,237,4008.0,7,12,9,7,12,2,6,9,38,68856,1659,0.0,2868.0,68856,344280,6.0,5.0,5.0,0.0,5.0,0.0,0.17049303726006776,226.5,2647.0,1673340.0,2,118.5,13753.0,4,3438.25,1812,2,906.0,417.5,2,7,9,3,0,1,1,194813.21627884748,194813.21627884748,No
20,RL,76.0,10141,SawyerW,1Fam,1Story,8,5,2004.0,2004.0,BrkFace,264.0,3,3,Gd,4,516.0,3,774.0,222.0,1512.0,1512,0,0,1512,0.0,0.0,2,0,3,1,6,0,0,Attchd,2004.0,RFn,3.0,845.0,3,Y,210,36,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,0,7,168.0,13,40,2.0,2802.0,246,4008.0,7,12,14,7,12,7,6,9,44,66528,1722,1848.0,5070.0,66528,332640,1.7142857142857142,5.0,5.0,0.0,5.0,0.0,0.1490977221181343,252.0,3024.0,3030048.0,2,123.0,14274.0,5,2854.8,1512,1,1512.0,216.0,2,1,7,4,0,1,1,217844.00792369441,217844.00792369441,No
20,RL,63.0,13072,SawyerW,1Fam,1Story,7,5,2004.0,2005.0,None,0.0,3,3,No,1,0.0,1,0.0,1114.0,1114.0,1114,0,0,1114,0.0,0.0,1,1,3,1,6,0,0,Detchd,2005.0,Unf,2.0,576.0,3,Y,248,102,0,0,0,0,0,5,VinylSd,VinylSd,None,RARE,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,0,1,0,0,0,1,0,0,0,5,123.77777777777777,12,35,1.5,1114.0,350,4009.0,7,12,9,7,12,2,6,9,38,42332,2450,0.0,3456.0,42332,211660,6.0,5.0,4.0,1.0,4.0,1.0,0.0852203182374541,185.66666666666666,2228.0,2233570.0,2,175.0,15876.0,4,3969.0,1114,1,1114.0,557.0,2,4,6,1,0,1,1,160586.6477437878,160586.6477437878,No
